,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,V.Wembanyama o3.5 Blk,kylemurray03,-127,1.25,V.Wembanyama,San Antonio Spurs,Philadelphia 76ers,1,2.234251968503937,0.984251968503937,0.4558823529411764,0,0.4,0,0.4,0
