,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,6,6,6,J.Clarkson u31.5 Pts+Rebs+Ast,PropBetGuy,-118,1.0,1.847457627118644,0,Utah Jazz,J.Clarkson,Chicago Bulls,0,0.847457627118644,,,,,,,,,
0,0,0,0,N.Marshall o24.5 Pts+Rebs+Ast,SBK5065,-105,0.95,1.8547619047619048,0,New Orleans Pelicans,N.Marshall,Dallas Mavericks,0,0.9047619047619048,0.0,0.0,0.0,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
1,1,1,1,N.Marshall o24.5 Pts+Rebs+Ast,JoeDellera,-120,0.83,1.5216666666666667,0,New Orleans Pelicans,N.Marshall,Dallas Mavericks,0,0.6916666666666668,1.0,1.0,1.0,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
2,2,2,2,N.Marshall o24.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,New Orleans Pelicans,N.Marshall,Dallas Mavericks,0,0.8333333333333333,2.0,2.0,2.0,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
