,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,6,K.Thompson o4.5 3pt M,Golden State Warriors,GDAWG5000,-110,1.1,2.1,0,K.Thompson,Sacramento Kings,1,1.0
1,7,K.Thompson o4.5 3pt M,Golden State Warriors,GreenDotDaily,-110,1.0,1.9090909090909087,0,K.Thompson,Sacramento Kings,1,0.9090909090909092
2,13,A.Reaves o1.5 3pt M,Los Angeles Lakers,GDAWG5000,-125,1.25,2.25,0,A.Reaves,Memphis Grizzlies,1,1.0
3,14,A.Reaves o1.5 3pt M,Los Angeles Lakers,GreenDotDaily,-125,1.0,1.8,0,A.Reaves,Memphis Grizzlies,1,0.8
