,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,5.0,5.0,11.0,11,12,J.Embiid o32.5 Pts,JoeDellera,-110,0.5,0.9545454545454546,0,Philadelphia 76ers,J.Embiid,Utah Jazz,0.0,0.4545454545454546,0.5,0.0,0.6,1.0,0.7,1.0
13,,,,13,14,D.Garland o20.5 Pts,SBK5065,-115,1.15,2.1499999999999995,0,Cleveland Cavaliers,D.Garland,Minnesota Timberwolves,0.0,0.9999999999999996,,,,,,
