Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Sabonis u14.5 Rebs,gamblersdream,Sacramento Kings,Orlando Magic,1.0,0.6304347826086957,1,0.8,1,0.6,1,105,1.0,2.05,1.0499999999999998,D.Sabonis
W.Carter o6.5 Rebs,MJCLocks,Orlando Magic,Sacramento Kings,0.0,0.5789473684210527,1,0.8,1,0.8,1,-125,1.25,2.25,1.0,W.Carter
I.Hartenstein o11.5 Rebs,GDAWG5000,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,1.0,1,0.7,1,-105,0.53,1.0347619047619048,0.5047619047619047,I.Hartenstein
I.Hartenstein o11.5 Rebs,JoeDellera,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,1.0,1,0.7,1,100,0.5,1.0,0.5,I.Hartenstein
N.Richards o8.5 Rebs,kylemurray03,Phoenix Suns,Oklahoma City Thunder,0.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,-115,1.15,2.1499999999999995,0.9999999999999996,N.Richards
T.Maxey u4.5 Rebs,Markus_Markets,Philadelphia 76ers,Miami Heat,1.0,0.8095238095238095,1,1.0,1,0.8,1,-155,1.0,1.6451612903225803,0.6451612903225805,T.Maxey
M.Porter o6.5 Rebs,Rotowire Prizepicks,Denver Nuggets,New Orleans Pelicans,1.0,0.46,0,0.6,1,0.5,0,100,1.5,3.0,1.5,M.Porter
K.Murray o6.5 Rebs,Rotowire Prizepicks_duplicate,Sacramento Kings,Orlando Magic,1.0,0.5217391304347826,1,0.6,1,0.6,1,100,1.5,3.0,1.5,K.Murray
L.Markkanen o6.5 Rebs,sirlockselot_,Utah Jazz,Golden State Warriors,1.0,0.4324324324324324,0,0.6,1,0.3,0,114,2.0,4.279999999999999,2.28,L.Markkanen
A.Thompson u5.5 Rebs,TopShelfAction_duplicate,Detroit Pistons,Cleveland Cavaliers,1.0,0.6785714285714286,1,0.6,1,0.6,1,-130,1.2,2.123076923076923,0.9230769230769232,A.Thompson
H.Barnes u4.5 Rebs,TopShelfAction,San Antonio Spurs,Atlanta Hawks,0.0,0.6595744680851063,1,0.4,0,0.4,0,-160,1.3,2.1125000000000003,0.8125000000000002,H.Barnes
A.Jackson u3.5 Rebs,TopShelfAction,Milwaukee Bucks,Charlotte Hornets,0.0,0.6086956521739131,1,0.0,0,0.4,0,105,0.9,1.845,0.945,A.Jackson
N.Reid o6.5 Rebs,TopShelfAction,Minnesota Timberwolves,Chicago Bulls,1.0,0.2244897959183673,0,0.0,0,0.2,0,110,0.9,1.89,0.99,N.Reid
T.Harris o5.5 Rebs,TopShelfAction,Detroit Pistons,Cleveland Cavaliers,1.0,0.5208333333333334,1,0.4,0,0.3,0,120,1.6,3.5200000000000005,1.9200000000000004,T.Harris
M.Brogdon o3.5 Rebs,TopShelfAction,Washington Wizards,Brooklyn Nets,0.0,0.5,0,0.6,1,0.6,1,120,1.0,2.2,1.2000000000000002,M.Brogdon
N.Alexander-Walker u3.5 Rebs,TopShelfAction,Minnesota Timberwolves,Chicago Bulls,1.0,0.74,1,0.4,0,0.6,1,-125,1.2,2.16,0.9600000000000002,N.Alexander-Walker
C.Kispert u3.5 Rebs,TopShelfAction,Washington Wizards,Brooklyn Nets,0.0,0.6136363636363636,1,0.6,1,0.5,0,100,1.5,3.0,1.5,C.Kispert
J.Jackson u6.5 Rebs,TopShelfAction,Memphis Grizzlies,Toronto Raptors,0.0,0.6875,1,1.0,1,0.9,1,100,1.1,2.2,1.1,J.Jackson
I.Hartenstein o11.5 Rebs,the_degenerates,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,1.0,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,I.Hartenstein
P.George u6.5 Rebs,allanlemdfs,Philadelphia 76ers,Miami Heat,1.0,0.6666666666666666,1,0.8,1,0.6,1,-140,1.4,2.4,1.0,P.George
G.Allen u3.5 Rebs,TopShelfAction,Phoenix Suns,Oklahoma City Thunder,0.0,0.55,1,0.2,0,0.4,0,-110,1.4,2.672727272727273,1.272727272727273,G.Allen
P.Williams o3.5 Rebs,TopShelfAction,Chicago Bulls,Minnesota Timberwolves,0.0,0.5121951219512195,1,0.8,1,0.6,1,100,2.5,5.0,2.5,P.Williams
