Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Brunson o34.5 Pts+Ast,kylemurray03,-110,1.1,J.Brunson,New York Knicks,Miami Heat,0,2.1,1.0,0.4492753623188406,0,0.4,0,0.6,1
1,E.Mobley o18.5 Pts+Ast,kylemurray03,-125,1.25,E.Mobley,Cleveland Cavaliers,Utah Jazz,0,2.25,1.0,0.5348837209302325,1,0.6,1,0.7,1
0,L.Doncic o9.5 Rebs,ActionIsland,-140,0.5,L.Doncic,Dallas Mavericks,Golden State Warriors,1,0.8571428571428572,0.3571428571428572,0.4615384615384615,0,0.6,1,0.7,1
1,L.Doncic o9.5 Rebs,GreenDotDaily,-135,1.0,L.Doncic,Dallas Mavericks,Golden State Warriors,1,1.7407407407407407,0.7407407407407407,0.4615384615384615,0,0.6,1,0.7,1
2,A.Gordon o6.5 Rebs,JoeDellera,112,1.0,A.Gordon,Denver Nuggets,San Antonio Spurs,1,2.12,1.12,0.5,0,0.6,1,0.6,1
0,D.Green u5.5 Ast,ActionIsland,112,0.5,D.Green,Golden State Warriors,Dallas Mavericks,0,1.06,0.56,0.5102040816326531,1,0.6,1,0.5,0
0,M.McBride o13.5 Pts,gneiffer07,-115,1.15,M.McBride,New York Knicks,Miami Heat,0,2.1499999999999995,0.9999999999999996,0.2131147540983606,0,0.6,1,0.4,0
1,F.VanVleet o14.5 Pts,gneiffer07,-115,1.15,F.VanVleet,Houston Rockets,Minnesota Timberwolves,0,2.1499999999999995,0.9999999999999996,0.5970149253731343,1,0.6,1,0.5,0
0,K.Middleton o11.5 Rebs+Ast,kylemurray03,-120,0.96,K.Middleton,Milwaukee Bucks,Washington Wizards,0,1.76,0.8,0.3061224489795918,0,1.0,1,0.5,0
0,L.Doncic o3.5 3pt M,meanstreetsftn_,-150,1.5,L.Doncic,Dallas Mavericks,Golden State Warriors,1,2.5,1.0,0.5846153846153846,1,0.8,1,0.7,1
1,D.Robinson o2.5 3pt M,GDAWG5000,-120,0.6,D.Robinson,Miami Heat,New York Knicks,1,1.1,0.5000000000000001,0.59375,1,0.4,0,0.6,1
2,E.Mobley o0.5 3pt M,GDAWG5000,115,0.5,E.Mobley,Cleveland Cavaliers,Utah Jazz,0,1.075,0.575,0.2790697674418604,0,0.8,1,0.5,0
3,B.Hield o2.5 3pt M,JoeDellera,130,1.0,B.Hield,Philadelphia 76ers,Oklahoma City Thunder,1,2.3,1.2999999999999998,0.6,1,0.6,1,0.4,0
