,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
9,20.0,20,20,S.Dinwiddie o2.5 3pt M,JoeMetz,-125,1.0,1.8,0,Dallas Mavericks,S.Dinwiddie,Utah Jazz,0,0.8,0.58,1.0,0.8,1.0,0.7,1.0
20,,20,20,S.Dinwiddie o2.5 3pt M,JoeMetz,-125,1.0,1.8,0,Dallas Mavericks,S.Dinwiddie,Utah Jazz,0,0.8,,,,,,
