,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,,6,B.Lopez o1.5 3pt M,Milwaukee Bucks,SBK5065,130,1.0,2.3,0.0,B.Lopez,Miami Heat,1,1.2999999999999998,,,,,,
7,,7,B.Lopez o1.5 3pt M,Milwaukee Bucks,JoeDellera,130,1.0,2.3,6.7263,B.Lopez,Miami Heat,1,1.2999999999999998,,,,,,
