,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,13,13.0,36.0,36.0,36,36,J.Nurkic o27.5 Pts+Rebs+Ast,KurtisSenif,-125,0.2,0.36,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.1599999999999999,0.5526315789473685,1.0,1.0,1.0,0.7,1.0
14,14,14.0,37.0,37.0,37,37,C.McCollum o37.5 Pts+Rebs+Ast,JoeMetz,-125,1.25,2.25,,New Orleans Pelicans,C.McCollum,Indiana Pacers,1,1.0,0.3157894736842105,0.0,0.6,1.0,0.4,0.0
36,36,,,,36,36,J.Nurkic o27.5 Pts+Rebs+Ast,KurtisSenif,-125,0.2,0.36,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.1599999999999999,,,,,,
