,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
1,1,1,1,D.McDermott o1.5 3pt M,JoeDellera,-139,0.29,0.498633094,1.6,San Antonio Spurs,D.McDermott,Houston Rockets,1,0.208633094
0,0,0,0,A.Simons o3.5 3pt M,JoeDellera,-140,0.25,0.428571429,1.6,Portland Trail Blazers,A.Simons,Denver Nuggets,1,0.178571429
