,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,M.Smart o1.5 Stl,GreenDotDaily,-145,1.0,M.Smart,Memphis Grizzlies,San Antonio Spurs,1,1.6896551724137931,0.6896551724137931,0.6666666666666666,1,0.6,1,0.5,0
