,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,2,2,D.Garland u8.5 Ast,SBK5065,-130,1.0,1.7692307692307692,0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,0.0,0.7692307692307692
1,16,16,D.Daniels o2.5 Ast,JoeDellera,-125,0.2,0.36,0,New Orleans Pelicans,D.Daniels,Miami Heat,1.0,0.1599999999999999
2,18,18,D.Daniels o2.5 Ast,SBK5065,-125,0.8,1.4400000000000002,0,New Orleans Pelicans,D.Daniels,Miami Heat,1.0,0.6400000000000001
