,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,6,6,6,P.Washington o1.5 3pt M,SBK5065,-130,0.5,0.8846153846153846,0,Charlotte Hornets,P.Washington,Memphis Grizzlies,1,0.3846153846153846
