,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Murray u6.5 Rebs,SBK5065,-130,1.0,K.Murray,Sacramento Kings,Portland Trail Blazers,0,1.7692307692307692,0.7692307692307692,0.625,1,0.6,1,0.7,1
