,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
10,N.Claxton u28.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,N.Claxton,Brooklyn Nets,Phoenix Suns,1,2.2,1.0000000000000002,0.75,1,0.8,1,0.7,1
23,W.Carter o20.5 Pts+Rebs+Ast,kylemurray03,-125,1.0,W.Carter,Orlando Magic,San Antonio Spurs,0,1.8,0.8,0.2857142857142857,0,0.4,0,0.4,0
28,D.Mitchell o38.5 Pts+Rebs+Ast,kylemurray03,-125,1.0,D.Mitchell,Cleveland Cavaliers,Detroit Pistons,1,1.8,0.8,0.5428571428571428,1,0.6,1,0.6,1
