,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,10,10,10,M.Porter o15.5 Pts,SBK5065,-125,0.5,0.9,0,Denver Nuggets,M.Porter,Minnesota Timberwolves,0.0,0.4,0.6111111111111112,1,0.8,1,0.7,1
