,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,1,K.Lowry o3.5 Ast,Miami Heat,SBK5065,-110,0.55,1.05,0,K.Lowry,Atlanta Hawks,1,0.5,0.7090909090909091,1,0.6,1,0.7,1
1,4,K.Lowry o3.5 Ast,Miami Heat,PropBomb,-110,1.1,2.1,0,K.Lowry,Atlanta Hawks,1,1.0,0.7090909090909091,1,0.6,1,0.7,1
2,10,A.Reaves o3.5 Ast,Los Angeles Lakers,JoeDellera,-165,0.75,1.2045454545454546,0,A.Reaves,Minnesota Timberwolves,1,0.4545454545454546,0.375,0,0.8,1,0.8,1
