,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
21,21,21,21,J.Clarkson o29.5 Pts+Rebs+Ast,SBK5065,-135,0.68,1.1837037037037037,7.5473,Utah Jazz,J.Clarkson,Golden State Warriors,1,0.5037037037037037
28,28,28,28,J.Brown o35.5 Pts+Rebs+Ast,JoeMetz,-120,1.2,2.2,0.0,Boston Celtics,J.Brown,Phoenix Suns,0,1.0000000000000002
