,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,8.0,8,8,D.Ayton o17.5 Pts,CharlieDiSturco,-115,0.5,0.934782608695652,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.434782608695652,0.4634146341463415,0.0,0.6,1.0,0.5,0.0
3,9.0,9,9,D.Ayton o17.5 Pts,PropBomb,-115,1.0,1.869565217391304,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.869565217391304,0.4634146341463415,0.0,0.6,1.0,0.5,0.0
4,10.0,10,10,D.Ayton o17.5 Pts,SBK5065,-115,0.5,0.934782608695652,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.434782608695652,0.4634146341463415,0.0,0.6,1.0,0.5,0.0
6,12.0,12,12,L.Doncic u34.5 Pts,SBK5065,106,0.53,1.0918,0,Dallas Mavericks,L.Doncic,Phoenix Suns,0.0,0.5618000000000001,0.5454545454545454,1.0,0.8,1.0,0.6,1.0
9,21.0,21,22,K.Irving o29.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,Brooklyn Nets,K.Irving,Detroit Pistons,1.0,0.4166666666666668,0.3611111111111111,0.0,0.8,1.0,0.4,0.0
12,,12,12,L.Doncic u34.5 Pts,SBK5065,106,0.53,1.0918,0,Dallas Mavericks,L.Doncic,Phoenix Suns,0.0,0.5618000000000001,,,,,,
14,,15,14,D.Garland o24.5 Pts,JoeMetz,-105,1.0,1.9523809523809523,0,Cleveland Cavaliers,D.Garland,Houston Rockets,0.0,0.9523809523809524,,,,,,
