,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
3,3,3,Z.LaVine o8.5 Rebs+Ast,JoeDellera,-130,0.38,0.6723076923076923,0,Chicago Bulls,Z.LaVine,Charlotte Hornets,0.0,0.2923076923076922
