,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
21,21,21,21,J.Brunson o26.5 Pts+Ast,JoeDellera,-125,0.75,1.35,0,New York Knicks,J.Brunson,Dallas Mavericks,1.0,0.6000000000000001
13,13,13,13,H.Barnes u15.5 Pts+Ast,PropBetGuy,-125,1.0,1.8,0,Sacramento Kings,H.Barnes,Los Angeles Clippers,0.0,0.8
