,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,Unnamed: 0.1,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,16,J.Murray o2.5 3pt M,Denver Nuggets,JoeDellera,-145,1.0,1.6896551724137931,0.0,J.Murray,Toronto Raptors,1,0.6896551724137931,16,0.48,0,0.8,1,0.8,1
