,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,5,5,6,D.Schroder u19.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,0,Los Angeles Lakers,D.Schroder,Atlanta Hawks,0.0,1.0000000000000002
