,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,13,13,14,B.Adebayo o2.5 Ast,PropBomb,-125,1.25,2.25,0,Miami Heat,B.Adebayo,Denver Nuggets,0.0,1.0
