,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,4.0,4,W.Kessler o21.5 Pts+Rebs+Ast,Utah Jazz,SBK5065,-115,1.15,2.1499999999999995,14.896600000000005,W.Kessler,Minnesota Timberwolves,1,0.9999999999999996,0.2692307692307692,0.0,0.6,1.0,0.7,1.0
1,,1,J.Butler u35.5 Pts+Rebs+Ast,Miami Heat,PropBetGuy,-108,1.08,2.08,0.6499999999999968,J.Butler,Indiana Pacers,1,1.0,,,,,,
6,,6,C.Sexton o16.5 Pts+Rebs+Ast,Utah Jazz,JoeDellera,-110,0.4,0.7636363636363637,0.0,C.Sexton,Minnesota Timberwolves,1,0.3636363636363636,,,,,,
