Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
O.Anunoby u1.5 3pt M,TopShelfAction,New York Knicks,Cleveland Cavaliers,1.0,1.0,1,1.0,1,1.0,1,105,0.63,1.2915,0.6614999999999999,O.Anunoby
O.Anunoby u20.5 Pts+Rebs+Ast,PropBetGuy,New York Knicks,Cleveland Cavaliers,1.0,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,O.Anunoby
W.Carter o9.5 Rebs,FirefighterBets,Orlando Magic,Indiana Pacers,1.0,1.0,1,1.0,1,1.0,1,-115,0.87,1.6265217391304347,0.7565217391304347,W.Carter
K.Towns u21.5 Pts,gneiffer07,New York Knicks,Cleveland Cavaliers,1.0,1.0,1,1.0,1,1.0,1,-115,1.0,1.869565217391304,0.8695652173913042,K.Towns
D.Ayton o10.5 Rebs,FirefighterBets,Portland Trail Blazers,Sacramento Kings,0.0,1.0,1,1.0,1,1.0,1,-106,0.94,1.8267924528301889,0.8867924528301887,D.Ayton
J.Poeltl o7.5 Rebs,FirefighterBets,Toronto Raptors,Denver Nuggets,1.0,1.0,1,1.0,1,1.0,1,-145,0.69,1.1658620689655173,0.4758620689655173,J.Poeltl
A.Black o8.5 Pts+Ast,ThePropfessor_,Orlando Magic,Indiana Pacers,1.0,1.0,1,1.0,1,1.0,1,-125,1.0,1.8,0.8,A.Black
D.Daniels u3.5 Ast,TopShelfAction,Atlanta Hawks,Washington Wizards,1.0,0.75,1,0.75,1,0.75,1,118,1.3,2.834,1.5339999999999996,D.Daniels
E.Mobley o23.5 Pts+Rebs,JoeDellera,Cleveland Cavaliers,New York Knicks,0.0,0.75,1,0.75,1,0.75,1,-110,0.91,1.7372727272727273,0.8272727272727273,E.Mobley
D.White o20.5 Pts+Rebs,the_degenerates,Boston Celtics,Milwaukee Bucks,1.0,0.75,1,0.75,1,0.75,1,-121,1.21,2.21,1.0,D.White
T.Prince u1.5 3pt M,TopShelfAction,Milwaukee Bucks,Boston Celtics,0.0,0.75,1,0.75,1,0.75,1,118,2.12,4.6216,2.5016,T.Prince
A.Horford o1.5 3pt M,TopShelfAction,Boston Celtics,Milwaukee Bucks,1.0,0.75,1,0.75,1,0.75,1,-140,0.36,0.6171428571428572,0.2571428571428572,A.Horford
T.Young u3.5 3pt M,TopShelfAction,Atlanta Hawks,Washington Wizards,1.0,0.75,1,0.75,1,0.75,1,-125,0.56,1.0080000000000002,0.4480000000000002,T.Young
J.Ivey o1.5 3pt M,TopShelfAction,Detroit Pistons,Miami Heat,0.0,0.75,1,0.75,1,0.75,1,100,0.6,1.2,0.6,J.Ivey
S.Henderson o7.5 Rebs+Ast,KyleJustBets,Portland Trail Blazers,Sacramento Kings,0.0,0.75,1,0.75,1,0.75,1,-140,0.71,1.217142857142857,0.5071428571428571,S.Henderson
A.Gordon o6.5 Rebs,TopShelfAction,Denver Nuggets,Toronto Raptors,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,118,0.35,0.7629999999999999,0.4129999999999999,A.Gordon
J.Sochan o7.5 Rebs,TopShelfAction,San Antonio Spurs,Houston Rockets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,115,0.8,1.72,0.92,J.Sochan
C.Braun o4.5 Rebs,JoeDellera,Denver Nuggets,Toronto Raptors,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-120,1.0,1.8333333333333333,0.8333333333333335,C.Braun
Z.Collins o4.5 Rebs,CeeJPicks,San Antonio Spurs,Houston Rockets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-130,1.3,2.3,0.9999999999999998,Z.Collins
C.Paul u1.5 3pt M,TopShelfAction,San Antonio Spurs,Houston Rockets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-156,1.8,2.953846153846154,1.153846153846154,C.Paul
D.Knecht o1.5 3pt M,theprophunter0_,Los Angeles Lakers,Phoenix Suns,0.0,0.5,0,0.5,0,0.5,0,130,1.0,2.3,1.2999999999999998,D.Knecht
A.Davis o0.5 3pt M,GDAWG5000,Los Angeles Lakers,Phoenix Suns,0.0,0.5,0,0.5,0,0.5,0,150,0.5,1.25,0.75,A.Davis
