Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
T.Rozier o3.5 Ast,TopShelfAction,Miami Heat,Detroit Pistons,1.0,0.5,0,0.5,0,0.5,0,-140,0.8,1.3714285714285717,0.5714285714285716,T.Rozier
K.Durant u3.5 Ast,TopShelfAction,Phoenix Suns,Los Angeles Lakers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-120,1.4,2.566666666666667,1.166666666666667,K.Durant
D.Daniels u3.5 Ast,TopShelfAction,Atlanta Hawks,Washington Wizards,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,118,1.3,2.834,1.5339999999999996,D.Daniels
R.Westbrook u3.5 Ast,TopShelfAction,Denver Nuggets,Toronto Raptors,0.0,0.5,0,0.5,0,0.5,0,110,0.77,1.6170000000000002,0.8470000000000002,R.Westbrook
J.Brown u3.5 Ast,TopShelfAction,Boston Celtics,Milwaukee Bucks,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-118,1.2,2.216949152542373,1.0169491525423726,J.Brown
J.Tatum o5.5 Ast,TopShelfAction,Boston Celtics,Milwaukee Bucks,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,105,0.6,1.2299999999999998,0.6299999999999998,J.Tatum
M.Beasley o8.5 Pts,TopShelfAction,Detroit Pistons,Miami Heat,0.0,1.0,1,1.0,1,1.0,1,-102,0.6,1.188235294117647,0.5882352941176471,M.Beasley
K.Towns u21.5 Pts,gneiffer07,New York Knicks,Cleveland Cavaliers,1.0,1.0,1,1.0,1,1.0,1,-115,1.0,1.869565217391304,0.8695652173913042,K.Towns
J.Strawther o5.5 Pts,Markus_Markets,Denver Nuggets,Toronto Raptors,0.0,1.0,1,1.0,1,1.0,1,-110,0.91,1.7372727272727273,0.8272727272727273,J.Strawther
G.Dick u13.5 Pts,Mjaybrxd,Toronto Raptors,Denver Nuggets,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,-120,1.0,1.8333333333333333,0.8333333333333335,G.Dick
C.White o8.5 Rebs+Ast,PlayerPropSavant,Chicago Bulls,Memphis Grizzlies,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-121,1.21,2.21,1.0,C.White
S.Henderson o7.5 Rebs+Ast,KyleJustBets,Portland Trail Blazers,Sacramento Kings,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-140,0.71,1.217142857142857,0.5071428571428571,S.Henderson
O.Anunoby u20.5 Pts+Rebs+Ast,PropBetGuy,New York Knicks,Cleveland Cavaliers,1.0,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,O.Anunoby
J.Jaquez o14.5 Pts+Rebs+Ast,CeeJPicks,Miami Heat,Detroit Pistons,1.0,1.0,1,1.0,1,1.0,1,-110,1.0,1.9090909090909087,0.9090909090909092,J.Jaquez
S.Castle o12.5 Pts+Rebs+Ast,ThePropfessor_,San Antonio Spurs,Houston Rockets,1.0,0.5,0,0.5,0,0.5,0,-120,1.2,2.2,1.0000000000000002,S.Castle
E.Mobley o23.5 Pts+Rebs,JoeDellera,Cleveland Cavaliers,New York Knicks,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-110,0.91,1.7372727272727273,0.8272727272727273,E.Mobley
D.White o20.5 Pts+Rebs,the_degenerates,Boston Celtics,Milwaukee Bucks,1.0,1.0,1,1.0,1,1.0,1,-121,1.21,2.21,1.0,D.White
J.Morant o25.5 Pts+Ast,Markus_Markets,Memphis Grizzlies,Chicago Bulls,1.0,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,J.Morant
A.Black o8.5 Pts+Ast,ThePropfessor_,Orlando Magic,Indiana Pacers,1.0,1.0,1,1.0,1,1.0,1,-125,1.0,1.8,0.8,A.Black
