Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
A.Reaves o24.5 Pts+Rebs+Ast,RoyalsProps,Los Angeles Lakers,Denver Nuggets,1.0,0.7333333333333333,1,0.4,0,0.7,1,-120.0,1.2,2.2,1.0000000000000002,A.Reaves
J.Giddey o24.5 Pts+Rebs+Ast,Rotowire Sleeper,Chicago Bulls,Memphis Grizzlies,1.0,0.5882352941176471,1,0.4,0,0.5,0,100.0,1.5,3.0,1.5,J.Giddey
M.Bridges o23.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,Utah Jazz,0.0,0.5333333333333333,1,0.8,1,0.4,0,100.0,1.5,3.0,1.5,M.Bridges
N.Jokic o49.5 Pts+Rebs+Ast,the_degenerates,Denver Nuggets,Los Angeles Lakers,0.0,0.8181818181818182,1,1.0,1,0.9,1,-110.0,1.1,2.1,1.0,N.Jokic
A.Reaves o24.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Lakers,Denver Nuggets,1.0,0.7333333333333333,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,A.Reaves
C.Braun o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Denver Nuggets,Los Angeles Lakers,0.0,0.8571428571428571,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,C.Braun
J.Giddey o11.5 Pts,Rotowire Sleeper,Chicago Bulls,Memphis Grizzlies,1.0,0.5294117647058824,1,0.2,0,0.3,0,100.0,1.5,3.0,1.5,J.Giddey
B.Podziemski o6.5 Pts,Rotowire Prizepicks,Golden State Warriors,San Antonio Spurs,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,B.Podziemski
L.Ball o11.5 Rebs+Ast,JBBets1,Charlotte Hornets,Milwaukee Bucks,0.0,0.6,1,0.8,1,0.7,1,-140.0,2.0,3.428571428571429,1.4285714285714288,L.Ball
M.Bridges o18.5 Pts+Ast,Rotowire Prizepicks,New York Knicks,Utah Jazz,0.0,0.6,1,1.0,1,0.6,1,100.0,1.5,3.0,1.5,M.Bridges
M.Bridges o19.5 Pts+Ast,Rotowire Sleeper,New York Knicks,Utah Jazz,0.0,0.5333333333333333,1,0.8,1,0.5,0,100.0,1.5,3.0,1.5,M.Bridges
S.Curry o29.5 Pts+Ast,Rotowire Sleeper,Golden State Warriors,San Antonio Spurs,0.0,0.5,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,S.Curry
M.Porter o23.5 Pts+Rebs,GDAWG5000,Denver Nuggets,Los Angeles Lakers,0.0,0.5714285714285714,1,0.6,1,0.8,1,-105.0,0.53,1.0347619047619048,0.5047619047619047,M.Porter
M.Porter o23.5 Pts+Rebs,JoeDellera,Denver Nuggets,Los Angeles Lakers,0.0,0.5714285714285714,1,0.6,1,0.8,1,-105.0,1.0,1.9523809523809523,0.9523809523809524,M.Porter
C.White o21.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Memphis Grizzlies,1.0,0.7058823529411765,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,C.White
J.Giddey o18.5 Pts+Rebs,Rotowire Sleeper,Chicago Bulls,Memphis Grizzlies,1.0,0.5294117647058824,1,0.4,0,0.4,0,100.0,1.5,3.0,1.5,J.Giddey
M.Porter o23.5 Pts+Rebs,Rotowire Prizepicks,Denver Nuggets,Los Angeles Lakers,0.0,0.5714285714285714,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,M.Porter
