,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,11,11,J.Brunson o6.5 Ast,GreenDotDaily,-115,1.0,1.869565217391304,0,New York Knicks,J.Brunson,Toronto Raptors,1,0.869565217391304
1,14,14,J.Brunson o6.5 Ast,PropBetGuy,100,1.0,2.0,0,New York Knicks,J.Brunson,Toronto Raptors,1,1.0
2,16,16,E.Gordon o2.5 Ast,SBK5065,-154,0.5,0.8246753246753247,0,Houston Rockets,E.Gordon,Los Angeles Lakers,0,0.3246753246753247
3,19,19,A.Sengun o4.5 Ast,JoeDellera,-140,0.29,0.4971428571428571,0,Houston Rockets,A.Sengun,Los Angeles Lakers,0,0.2071428571428571
4,24,24,D.Garland o6.5 Ast,GreenDotDaily,-150,0.5,0.8333333333333333,0,Cleveland Cavaliers,D.Garland,New Orleans Pelicans,1,0.3333333333333332
