,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,C.Braun o4.5 Pts,Denver Nuggets,PropBomb,-105,1.05,2.05,0.0,C.Braun,Miami Heat,0,0.9999999999999998,0.3936170212765957,0,0.4,0,0.3,0,N
1,2,J.Murray u25.5 Pts,Denver Nuggets,PropBomb,-108,1.08,2.08,0.0,J.Murray,Miami Heat,0,1.0,0.7023809523809523,1,0.4,0,0.3,0,Y
2,4,A.Gordon u12.5 Pts,Denver Nuggets,ChrisRaybon,-125,1.0,1.8,0.0,A.Gordon,Miami Heat,0,0.8,0.367816091954023,0,0.6,1,0.8,1,N
3,5,D.Robinson u1.5 Ast,Miami Heat,ChrisRaybon,-250,1.0,1.4,0.0,D.Robinson,Denver Nuggets,1,0.3999999999999999,0.71875,1,0.8,1,0.7,1,N
4,6,K.Caldwell-Pope u1.5 Ast,Denver Nuggets,ChrisRaybon,-170,1.0,1.5882352941176472,0.0,K.Caldwell-Pope,Miami Heat,0,0.5882352941176472,0.3894736842105263,0,0.8,1,0.5,0,N
5,11,C.Martin o5.5 Rebs+Ast,Miami Heat,JoeMetz,-125,1.25,2.25,5.06,C.Martin,Denver Nuggets,1,1.0,0.6105263157894737,1,0.8,1,0.6,1,Y
6,12,J.Butler u40.5 Pts+Rebs+Ast,Miami Heat,PropBetGuy,-122,1.22,2.22,7.87,J.Butler,Denver Nuggets,1,1.0000000000000002,0.7241379310344828,1,0.6,1,0.5,0,Y
7,15,J.Murray o7.5 Ast,Denver Nuggets,cowhitchurch,-112,1.12,2.12,0.0,J.Murray,Miami Heat,0,1.0,0.3214285714285714,0,0.6,1,0.3,0,Y
8,16,J.Butler u40.5 Pts+Rebs+Ast,Miami Heat,cowhitchurch,-120,0.6,1.1,0.0,J.Butler,Denver Nuggets,1,0.5000000000000001,0.7241379310344828,1,0.6,1,0.5,0,Y
9,17,J.Murray o8.5 Ast,Denver Nuggets,cowhitchurch,154,0.5,1.27,0.0,J.Murray,Miami Heat,0,0.77,0.2261904761904762,0,0.6,1,0.3,0,Y
10,18,J.Murray o9.5 Ast,Denver Nuggets,cowhitchurch,270,0.5,1.85,0.0,J.Murray,Miami Heat,0,1.35,0.119047619047619,0,0.6,1,0.3,0,Y
11,19,D.Robinson u1.5 Ast,Miami Heat,cowhitchurch,-250,2.0,2.8,0.0,D.Robinson,Denver Nuggets,1,0.7999999999999998,0.71875,1,0.8,1,0.7,1,N
12,20,K.Caldwell-Pope u1.5 Ast,Denver Nuggets,cowhitchurch,-170,1.5,2.382352941176471,0.0,K.Caldwell-Pope,Miami Heat,0,0.882352941176471,0.3894736842105263,0,0.8,1,0.5,0,N
