,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,M.Porter o10.5 Pts,Denver Nuggets,SBK5065,-124,0.62,1.12,0.0,M.Porter,Miami Heat,1,0.4999999999999999,0.8170731707317073,1,0.6,1,0.7,1,Y
1,2,J.Murray u25.5 Pts,Denver Nuggets,SBK5065,-122,0.61,1.11,0.0,J.Murray,Miami Heat,1,0.5000000000000001,0.7058823529411765,1,0.6,1,0.4,0,Y
2,3,C.Martin o15.5 Pts+Rebs+Ast,Miami Heat,SBK5065,-120,0.6,1.1,0.0,C.Martin,Denver Nuggets,0,0.5000000000000001,0.5,0,0.6,1,0.8,1,Y
3,4,M.Strus u7.5 Pts,Miami Heat,PropBomb,-127,1.27,2.27,5.673800000000002,M.Strus,Denver Nuggets,0,1.0,0.2857142857142857,0,0.6,1,0.4,0,N
4,5,M.Porter o10.5 Pts,Denver Nuggets,PropBomb,-124,1.24,2.24,0.0,M.Porter,Miami Heat,1,0.9999999999999998,0.8170731707317073,1,0.6,1,0.7,1,Y
5,6,J.Murray u25.5 Pts,Denver Nuggets,PropBomb,-122,1.22,2.22,0.0,J.Murray,Miami Heat,1,1.0000000000000002,0.7058823529411765,1,0.6,1,0.4,0,Y
6,7,C.Martin o15.5 Pts+Rebs+Ast,Miami Heat,PropBomb,-120,1.2,2.2,0.0,C.Martin,Denver Nuggets,0,1.0000000000000002,0.5,0,0.6,1,0.8,1,Y
7,8,C.Martin o15.5 Pts+Rebs+Ast,Miami Heat,JoeDellera,-115,1.0,1.869565217391304,1.7085000000000012,C.Martin,Denver Nuggets,0,0.8695652173913042,0.5,0,0.6,1,0.8,1,Y
8,13,J.Murray o8.5 Ast,Denver Nuggets,GreenDotDaily,-104,1.0,1.9615384615384617,0.0,J.Murray,Miami Heat,1,0.9615384615384616,0.2352941176470588,0,0.8,1,0.4,0,N
9,14,M.Porter o6.5 Rebs,Denver Nuggets,GreenDotDaily,-115,1.0,1.869565217391304,0.0,M.Porter,Miami Heat,1,0.8695652173913042,0.3658536585365853,0,0.6,1,0.7,1,Y
10,17,C.Martin o9.5 Pts,Miami Heat,RenoJonny,-117,1.17,2.17,-0.8179000000000003,C.Martin,Denver Nuggets,0,1.0,0.4791666666666667,0,0.6,1,0.8,1,Y
11,18,J.Butler o12.5 Rebs+Ast,Miami Heat,JoeMetz,-120,1.2,2.2,0.0,J.Butler,Denver Nuggets,0,1.0000000000000002,0.4204545454545454,0,0.8,1,0.8,1,N
12,20,M.Porter o10.5 Pts,Denver Nuggets,VegasRefund,-122,1.22,2.22,-5.2504,M.Porter,Miami Heat,1,1.0000000000000002,0.8170731707317073,1,0.6,1,0.7,1,Y
13,25,B.Adebayo o8.5 Rebs,Miami Heat,PropBetGuy,-110,1.65,3.15,4.92,B.Adebayo,Denver Nuggets,0,1.5,0.55,1,1.0,1,0.7,1,Y
