,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,3,3,3,K.Caldwell-Pope o9.5 Pts,PropBomb,-110,1.1,2.1,0,Denver Nuggets,K.Caldwell-Pope,New Orleans Pelicans,1,1.0,0.5694444444444444,1,0.2,0,0.3,0,N
1,7,7,7,T.Murphy o2.5 3pt M,charliedisturco,-125,0.5,0.9,0,New Orleans Pelicans,T.Murphy,Denver Nuggets,0,0.4,0.4931506849315068,0,0.8,1,0.8,1,Y
2,9,9,9,T.Murphy o2.5 3pt M,GDAWG5000,-130,0.5,0.8846153846153846,0,New Orleans Pelicans,T.Murphy,Denver Nuggets,0,0.3846153846153846,0.4931506849315068,0,0.8,1,0.8,1,Y
3,12,12,12,M.Smart o4.5 Ast,JoeDellera,-155,0.48,0.7896774193548386,0,Boston Celtics,M.Smart,Milwaukee Bucks,0,0.3096774193548386,0.7241379310344828,1,0.8,1,0.7,1,Y
