,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,J.Embiid o3.5 Ast,Philadelphia 76ers,JoeDellera,122,0.4,0.8879999999999999,9.3927,J.Embiid,Boston Celtics,0,0.4879999999999999,0.525,1,0.6,1,0.4,0,N
1,3,3,J.Embiid o14.5 Rebs+Ast,Philadelphia 76ers,JoeDellera,-111,0.4,0.7603603603603605,0.0,J.Embiid,Boston Celtics,0,0.3603603603603604,0.55,1,0.6,1,0.4,0,N
2,4,4,W.Kessler o21.5 Pts+Rebs+Ast,Utah Jazz,SBK5065,-115,1.15,2.1499999999999995,14.896600000000005,W.Kessler,Minnesota Timberwolves,1,0.9999999999999996,0.2692307692307692,0,0.6,1,0.7,1,Y
3,7,7,K.Leonard o25.5 Pts,Los Angeles Clippers,JoeDellera,-115,1.0,1.869565217391304,9.3927,K.Leonard,Dallas Mavericks,1,0.8695652173913042,0.4193548387096774,0,0.6,1,0.7,1,N
