,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,W.Carter o15.5 Pts,Orlando Magic,PropBomb,-110,1.1,2.1,15.086499999999996,W.Carter,Washington Wizards,0,1.0,0.4528301886792453,0,0.6,1,0.7,1,N
1,3,P.Siakam o4.5 Ast,Toronto Raptors,SBK5065,-150,1.0,1.6666666666666663,19.6428,P.Siakam,Philadelphia 76ers,0,0.6666666666666665,0.7424242424242424,1,0.8,1,0.7,1,Y
2,4,J.Embiid u33.5 Pts,Philadelphia 76ers,PropBomb,-115,1.15,2.1499999999999995,15.086499999999996,J.Embiid,Toronto Raptors,1,0.9999999999999996,0.532258064516129,1,0.6,1,0.4,0,Y
3,5,P.Siakam o4.5 Ast,Toronto Raptors,JoeDellera,-145,1.5,2.534482758620689,14.5776,P.Siakam,Philadelphia 76ers,0,1.0344827586206895,0.7424242424242424,1,0.8,1,0.7,1,Y
4,7,J.Harden o10.5 Ast,Philadelphia 76ers,JoeMetz,100,1.0,2.0,-10.865,J.Harden,Toronto Raptors,1,1.0,0.5370370370370371,1,0.8,1,0.6,1,Y
5,8,P.Washington o24.5 Pts+Rebs,Charlotte Hornets,SBK5065,-120,1.2,2.2,19.6428,P.Washington,Chicago Bulls,1,1.0000000000000002,0.3333333333333333,0,0.6,1,0.5,0,N
6,10,N.Claxton o12.5 Pts,Brooklyn Nets,JoeMetz,-110,1.1,2.1,-10.865,N.Claxton,Atlanta Hawks,1,1.0,0.4647887323943662,0,0.6,1,0.6,1,Y
7,11,I.Quickley o19.5 Pts+Ast,New York Knicks,SBK5065,-120,0.6,1.1,19.6428,I.Quickley,Cleveland Cavaliers,0,0.5000000000000001,0.3289473684210526,0,0.8,1,0.6,1,N
8,12,I.Quickley o19.5 Pts+Ast,New York Knicks,PropBomb,-120,1.2,2.2,15.086499999999996,I.Quickley,Cleveland Cavaliers,0,1.0000000000000002,0.3289473684210526,0,0.8,1,0.6,1,N
9,13,J.Ivey o19.5 Pts,Detroit Pistons,PropBomb,-130,1.3,2.3,15.086499999999996,J.Ivey,Houston Rockets,0,0.9999999999999998,0.1911764705882352,0,0.6,1,0.4,0,N
10,15,J.Smith o22.5 Pts+Rebs,Houston Rockets,JoeDellera,-125,0.5,0.9,14.5776,J.Smith,Detroit Pistons,1,0.4,0.3513513513513513,0,0.6,1,0.6,1,Y
11,16,K.Porter o30.5 Pts+Rebs+Ast,Houston Rockets,JoeDellera,-120,0.5,0.9166666666666669,0.0,K.Porter,Detroit Pistons,1,0.4166666666666667,0.4545454545454545,0,0.6,1,0.6,1,Y
12,17,J.Smith o22.5 Pts+Rebs,Houston Rockets,PropBetGuy,-123,1.23,2.23,12.896499999999996,J.Smith,Detroit Pistons,1,1.0,0.3513513513513513,0,0.6,1,0.6,1,Y
13,19,R.Gobert o11.5 Rebs,Minnesota Timberwolves,SBK5065,-110,0.55,1.05,0.0,R.Gobert,Los Angeles Lakers,1,0.5,0.5538461538461539,1,0.8,1,0.7,1,N
14,20,M.Branham o17.5 Pts+Rebs,San Antonio Spurs,SBK5065,-110,0.55,1.05,19.6428,M.Branham,Golden State Warriors,0,0.5,0.25,0,0.6,1,0.5,0,Y
15,22,S.Sharpe o22.5 Pts,Portland Trail Blazers,JoeMetz,-115,1.15,2.1499999999999995,-10.865,S.Sharpe,Sacramento Kings,1,0.9999999999999996,0.0533333333333333,0,0.8,1,0.4,0,Y
