,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,11,11,11,11,J.Nurkic o11.5 Rebs,KurtisSenif,125,0.19,0.4275,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.2375,0.3421052631578947,0,0.4,0,0.4,0,Y
1,1,14,14,14,14,L.Markkanen o24.5 Pts,KurtisSenif,110,0.22,0.462,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.242,0.4285714285714285,0,0.8,1,0.9,1,Y
2,2,15,15,15,15,L.Markkanen o7.5 Rebs,KurtisSenif,110,0.11,0.231,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.121,0.6190476190476191,1,0.8,1,0.8,1,Y
3,3,16,16,16,16,M.Turner o14.5 Pts,PropBomb,-106,1.2,2.332075471698113,,Indiana Pacers,M.Turner,New Orleans Pelicans,0,1.1320754716981132,0.6,1,0.8,1,0.5,0,N
4,4,17,17,17,17,L.Markkanen o23.5 Pts,KurtisSenif,-110,0.27,0.5154545454545455,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.2454545454545454,0.5476190476190477,1,0.8,1,0.9,1,Y
5,5,18,18,18,18,T.Warren o9.5 Pts,PropBomb,-112,1.0,1.8928571428571428,,Brooklyn Nets,T.Warren,Cleveland Cavaliers,0,0.8928571428571428,0.6666666666666666,1,0.6,1,0.7,1,Y
6,6,19,19,19,19,J.Nurkic o10.5 Rebs,KurtisSenif,-115,0.3,0.5608695652173913,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.2608695652173913,0.3947368421052631,0,0.6,1,0.5,0,Y
7,7,22,22,22,22,L.Markkanen o30.5 Pts+Rebs,KurtisSenif,-115,0.26,0.4860869565217391,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.2260869565217391,0.5714285714285714,1,0.8,1,0.9,1,Y
8,8,26,26,26,26,R.Jackson o3.5 Ast,PropBomb,-115,1.15,2.1499999999999995,,Los Angeles Clippers,R.Jackson,Detroit Pistons,0,0.9999999999999996,0.425,0,0.4,0,0.2,0,N
9,9,28,28,28,28,Z.LaVine o22.5 Pts,SBK5065,-115,0.58,1.0843478260869563,,Chicago Bulls,Z.LaVine,Houston Rockets,1,0.5043478260869564,0.5,0,1.0,1,0.8,1,N
10,10,33,33,33,33,K.Hayes u6.5 Ast,SBK5065,-120,0.6,1.1,,Detroit Pistons,K.Hayes,Los Angeles Clippers,1,0.5000000000000001,0.6363636363636364,1,0.6,1,0.5,0,N
11,11,34,34,34,34,Z.LaVine o2.5 3pt M,PropBomb,-120,1.2,2.2,,Chicago Bulls,Z.LaVine,Houston Rockets,1,1.0000000000000002,0.575,1,0.6,1,0.6,1,N
12,12,35,35,35,35,J.Nurkic o24.5 Pts+Rebs,KurtisSenif,-125,0.16,0.288,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.1279999999999999,0.5,0,0.6,1,0.5,0,Y
13,13,36,36,36,36,J.Nurkic o27.5 Pts+Rebs+Ast,KurtisSenif,-125,0.2,0.36,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.1599999999999999,0.5526315789473685,1,1.0,1,0.7,1,Y
14,14,37,37,37,37,C.McCollum o37.5 Pts+Rebs+Ast,JoeMetz,-125,1.25,2.25,,New Orleans Pelicans,C.McCollum,Indiana Pacers,1,1.0,0.3157894736842105,0,0.6,1,0.4,0,N
15,15,39,39,39,39,J.Nurkic Yes-125 Double-Double,KurtisSenif,-130,0.3,0.5307692307692308,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.2307692307692307,0.3947368421052631,0,0.8,1,0.6,1,Y
16,16,40,40,40,40,K.Irving o7.5 Rebs+Ast,JoeDellera,-140,0.36,0.6171428571428572,,Brooklyn Nets,K.Irving,Cleveland Cavaliers,0,0.2571428571428572,0.78125,1,0.8,1,0.9,1,Y
