,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,Z.LaVine o8.5 Rebs+Ast,Chicago Bulls,JoeDellera,-130,0.5,0.8846153846153846,25.430300000000003,Z.LaVine,Charlotte Hornets,0,0.3846153846153846,0.5116279069767442,1,0.6,1,0.6,1,Y
2,6,R.Williams o16.5 Pts+Rebs,Boston Celtics,GreenDotDaily,-126,1.0,1.7936507936507935,-5.9899,R.Williams,New York Knicks,1,0.7936507936507935,0.5789473684210527,1,0.8,1,0.7,1,Y
3,7,K.Irving o29.5 Pts,Brooklyn Nets,SBK5065,-120,0.6,1.1,9.2671,K.Irving,Detroit Pistons,1,0.5000000000000001,0.3611111111111111,0,0.8,1,0.4,0,Y
4,8,D.Garland o1.5 Stl,Cleveland Cavaliers,JoeDellera,140,0.5,1.2,25.430300000000003,D.Garland,Houston Rockets,0,0.7,0.3863636363636363,0,1.0,1,0.5,0,Y
5,9,D.Garland o2.5 3pt M,Cleveland Cavaliers,JoeDellera,-115,0.5,0.934782608695652,0.0,D.Garland,Houston Rockets,0,0.4347826086956521,0.4090909090909091,0,0.6,1,0.7,1,Y
7,13,L.Doncic u34.5 Pts,Dallas Mavericks,SBK5065,106,0.5,1.03,9.2671,L.Doncic,Phoenix Suns,0,0.53,0.5555555555555556,1,0.8,1,0.7,1,Y
8,14,S.Dinwiddie o2.5 3pt M,Dallas Mavericks,SBK5065,116,0.5,1.08,0.0,S.Dinwiddie,Phoenix Suns,0,0.5800000000000001,0.5714285714285714,1,0.8,1,0.6,1,Y
9,15,D.Ayton o17.5 Pts,Phoenix Suns,SBK5065,-115,0.58,1.0843478260869563,0.0,D.Ayton,Dallas Mavericks,1,0.5043478260869564,0.4883720930232558,0,1.0,1,0.6,1,Y
