,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2,2.0,5.0,5.0,5,5,D.Fox o32.5 Pts+Ast,KurtisSenif,105,0.2,0.41,0,Sacramento Kings,D.Fox,Denver Nuggets,1,0.2099999999999999,0.4358974358974359,0.0,0.4,0.0,0.5,0.0
12,12,12.0,18.0,18.0,18,18,J.Harden o30.5 Pts+Ast,JoeDellera,-115,0.43,0.8039130434782608,0,Philadelphia 76ers,J.Harden,Washington Wizards,0,0.3739130434782607,0.6785714285714286,1.0,1.0,1.0,0.8,1.0
13,13,13.0,19.0,19.0,19,19,J.Harden o30.5 Pts+Ast,PropBetGuy,-115,1.0,1.869565217391304,0,Philadelphia 76ers,J.Harden,Washington Wizards,0,0.869565217391304,0.6785714285714286,1.0,1.0,1.0,0.8,1.0
18,18,,,,18,18,J.Harden o30.5 Pts+Ast,JoeDellera,-115,0.43,0.8039130434782608,0,Philadelphia 76ers,J.Harden,Washington Wizards,0,0.3739130434782607,,,,,,
19,19,,,,19,19,J.Harden o30.5 Pts+Ast,PropBetGuy,-115,1.0,1.869565217391304,0,Philadelphia 76ers,J.Harden,Washington Wizards,0,0.869565217391304,,,,,,
24,24,,,,24,24,T.Haliburton o29.5 Pts+Ast,SBK5065,-120,0.5,0.9166666666666669,0,Indiana Pacers,T.Haliburton,Atlanta Hawks,1,0.4166666666666668,,,,,,
25,25,,,,25,25,T.Haliburton o29.5 Pts+Ast,JoeDellera,-120,0.83,1.5216666666666667,0,Indiana Pacers,T.Haliburton,Atlanta Hawks,1,0.6916666666666668,,,,,,
31,31,,,,31,31,J.Green u25.5 Pts+Ast,JoeDellera,-125,0.5,0.9,0,Houston Rockets,J.Green,Boston Celtics,0,0.4,,,,,,
33,33,,,,33,33,A.Reaves o12.5 Pts+Ast,JoeDellera,-133,0.75,1.31390977443609,0,Los Angeles Lakers,A.Reaves,Orlando Magic,0,0.5639097744360899,,,,,,
