,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,7,7,7,P.Banchero o2.5 Ast,SBK5065,-150,0.75,1.25,9.0879,Orlando Magic,P.Banchero,Cleveland Cavaliers,0,0.5
1,20,20,20,K.Durant u6.5 Ast,PropBetGuy,-135,0.68,1.1837037037037037,0.0,Brooklyn Nets,K.Durant,Toronto Raptors,1,0.5037037037037037
2,31,31,31,J.Embiid o4.5 Ast,JoeDellera,-139,1.0,1.7194244604316546,-10.5191,Philadelphia 76ers,J.Embiid,Memphis Grizzlies,0,0.7194244604316546
3,34,34,34,C.Sexton o5.5 Ast,JoeMetz,110,1.0,2.1,-19.0,Utah Jazz,C.Sexton,Indiana Pacers,1,1.1
4,37,37,37,C.McCollum o4.5 Ast,PropBomb,-295,2.95,3.95,19.56,New Orleans Pelicans,C.McCollum,San Antonio Spurs,0,1.0
