,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,1,1.0,4.0,4.0,4,4,D.Brooks u17.5 Pts,SBK5065,-120,1.0,1.8333333333333333,0,Memphis Grizzlies,D.Brooks,Charlotte Hornets,0,0.8333333333333333,0.5789473684210527,1.0,0.8,1.0,0.8,1.0
2,2,2.0,5.0,5.0,5,5,D.Brooks u17.5 Pts,PropBetGuy,-120,1.2,2.2,0,Memphis Grizzlies,D.Brooks,Charlotte Hornets,0,1.0000000000000002,0.5789473684210527,1.0,0.8,1.0,0.8,1.0
6,6,6.0,11.0,11.0,11,11,K.Durant o28.5 Pts,PropBomb,-120,1.0,1.8333333333333333,0,Brooklyn Nets,K.Durant,Chicago Bulls,0,0.8333333333333333,0.5384615384615384,1.0,0.4,0.0,0.4,0.0
8,8,8.0,15.0,15.0,15,15,C.McCollum o24.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,New Orleans Pelicans,C.McCollum,Houston Rockets,1,0.4166666666666668,0.3684210526315789,0.0,0.8,1.0,0.6,1.0
4,4,,,,4,4,D.Brooks u17.5 Pts,SBK5065,-120,1.0,1.8333333333333333,0,Memphis Grizzlies,D.Brooks,Charlotte Hornets,0,0.8333333333333333,,,,,,
5,5,,,,5,5,D.Brooks u17.5 Pts,PropBetGuy,-120,1.2,2.2,0,Memphis Grizzlies,D.Brooks,Charlotte Hornets,0,1.0000000000000002,,,,,,
11,11,,,,11,11,K.Durant o28.5 Pts,PropBomb,-120,1.0,1.8333333333333333,0,Brooklyn Nets,K.Durant,Chicago Bulls,0,0.8333333333333333,,,,,,
12,12,,,,12,12,K.Durant o28.5 Pts,JoeDellera,-110,0.45,0.8590909090909091,0,Brooklyn Nets,K.Durant,Chicago Bulls,0,0.4090909090909091,,,,,,
15,15,,,,15,15,C.McCollum o24.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,New Orleans Pelicans,C.McCollum,Houston Rockets,1,0.4166666666666668,,,,,,
