,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,3,3,3,L.James o13.5 Rebs+Ast,GreenDotDaily,-120,1.0,1.8333333333333333,0.0,Los Angeles Lakers,L.James,Cleveland Cavaliers,0,0.8333333333333333
1,9,9,9,K.Lowry o10.5 Rebs+Ast,JoeMetz,-125,1.25,2.25,-19.83,Miami Heat,K.Lowry,Detroit Pistons,1,1.0
