,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,1,1,M.Smart o9.5 Rebs+Ast,JoeDellera,-123,0.6,1.0878048780487803,0,Boston Celtics,M.Smart,Miami Heat,0,0.4878048780487803
1,2,2,M.Smart o12.5 Rebs+Ast,JoeDellera,280,0.15,0.57,0,Boston Celtics,M.Smart,Miami Heat,0,0.4199999999999999
2,15,15,K.Love u6.5 Rebs+Ast,PropBomb,-131,1.5,2.645038167938931,0,Miami Heat,K.Love,Boston Celtics,1,1.1450381679389312
