Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
G.Antetokounmpo o30.5 Pts,JoeDellera,Milwaukee Bucks,Chicago Bulls,1.0,0.4615384615384615,0,0.4,0,0.5,0,-110,1.0,1.9090909090909087,0.9090909090909092,G.Antetokounmpo
Z.LaVine o20.5 Pts,Theotherbabs,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6,1,-118,1.0,1.847457627118644,0.847457627118644,Z.LaVine
Z.LaVine o20.5 Pts,Markus_Markets,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,Z.LaVine
G.Antetokounmpo o31.5 Pts,LinesAtLunch,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112,1.12,2.12,1.0,G.Antetokounmpo
G.Antetokounmpo o31.5 Pts,sandyplashkes,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112,1.12,2.12,1.0,G.Antetokounmpo
Z.LaVine o21.5 Pts,therocketplays,Chicago Bulls,Milwaukee Bucks,0.0,0.5833333333333334,1,0.6,1,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,Z.LaVine
I.Zubac o14.5 Pts,Rotowire Sleeper,Los Angeles Clippers,Orlando Magic,1.0,0.5333333333333333,1,0.4,0,0.4,0,100,1.5,3.0,1.5,I.Zubac
A.Sengun u22.5 Pts,Rotowire Prizepicks,Houston Rockets,Indiana Pacers,1.0,0.7333333333333333,1,0.8,1,0.7,1,100,1.5,3.0,1.5,A.Sengun
J.Allen u17.5 Pts,Rotowire Prizepicks,Cleveland Cavaliers,New Orleans Pelicans,1.0,0.75,1,0.6,1,0.8,1,100,1.5,3.0,1.5,J.Allen
B.Lopez o11.5 Pts,Rotowire Prizepicks,Milwaukee Bucks,Chicago Bulls,1.0,0.5,0,0.6,1,0.5,0,100,1.5,3.0,1.5,B.Lopez
B.Mathurin u20.5 Pts,gneiffer07,Indiana Pacers,Houston Rockets,0.0,0.5714285714285714,1,0.2,0,0.4,0,-110,1.1,2.1,1.0,B.Mathurin
D.Booker u29.5 Pts,Rotowire Prizepicks,Phoenix Suns,New York Knicks,1.0,0.7333333333333333,1,0.6,1,0.8,1,100,1.5,3.0,1.5,D.Booker
C.White o19.5 Pts,FirefighterBets,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,C.White
T.Camara o7.5 Pts,ThePropfessor_,Portland Trail Blazers,Oklahoma City Thunder,0.0,0.5714285714285714,1,0.6,1,0.6,1,-125,1.25,2.25,1.0,T.Camara
G.Antetokounmpo o29.5 Pts,CeeJPicks,Milwaukee Bucks,Chicago Bulls,1.0,0.5384615384615384,1,0.4,0,0.6,1,-135,1.35,2.35,1.0,G.Antetokounmpo
C.White o19.5 Pts,CeeJPicks,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.8,1,0.7,1,-110,1.1,2.1,1.0,C.White
T.Maxey o19.5 Pts,GDAWG5000,Philadelphia 76ers,Memphis Grizzlies,0.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1,700,0.2,1.6,1.4,T.Maxey
T.Maxey o19.5 Pts,JoeDellera,Philadelphia 76ers,Memphis Grizzlies,0.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1,700,0.25,2.0,1.75,T.Maxey
D.Daniels u13.5 Pts,itsbucketsnba,Atlanta Hawks,Golden State Warriors,0.0,0.3846153846153846,0,0.2,0,0.4,0,-122,1.0,1.819672131147541,0.819672131147541,D.Daniels
J.Brunson o26.5 Pts,itsbucketsnba,New York Knicks,Phoenix Suns,0.0,0.2857142857142857,0,0.2,0,0.4,0,-111,1.0,1.900900900900901,0.900900900900901,J.Brunson
