,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,5,D.Bane o2.5 3pt M,Memphis Grizzlies,JoeDellera,-120,1.0,1.8333333333333333,0.3824000000000001,D.Bane,Dallas Mavericks,1,0.8333333333333335
