Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
19,T.Young u26.5 Pts+Rebs,PropBetGuy,-108,1.08,T.Young,Atlanta Hawks,Chicago Bulls,0,2.08,1.0,0.4444444444444444,0,1.0,1,0.8,1
16,C.White o24.5 Pts+Ast,the_degenerates,-113,1.13,C.White,Chicago Bulls,Atlanta Hawks,1,2.13,1.0,0.4556962025316455,0,0.4,0,0.4,0
1,K.Lowry o5.5 Pts,ActionIsland,106,0.5,K.Lowry,Philadelphia 76ers,Miami Heat,1,1.03,0.53,0.6086956521739131,1,0.6,1,0.6,1
4,T.Harris o14.5 Pts,ActionIsland,-110,0.5,T.Harris,Philadelphia 76ers,Miami Heat,1,0.9545454545454546,0.4545454545454546,0.6285714285714286,1,0.8,1,0.7,1
6,J.Embiid o30.5 Pts,the_degenerates,-104,1.04,J.Embiid,Philadelphia 76ers,Miami Heat,1,2.04,1.0,0.717948717948718,1,0.4,0,0.6,1
0,J.Butler u23.5 Pts,PropBomb,-125,1.25,J.Butler,Miami Heat,Philadelphia 76ers,0,2.25,1.0,0.7,1,0.6,1,0.8,1
8,J.Embiid u30.5 Pts,JoeDellera,-110,1.0,J.Embiid,Philadelphia 76ers,Miami Heat,1,1.9090909090909087,0.9090909090909092,0.282051282051282,0,0.6,1,0.4,0
9,J.Embiid u30.5 Pts,cowhitchurch,115,0.5,J.Embiid,Philadelphia 76ers,Miami Heat,1,1.075,0.575,0.282051282051282,0,0.6,1,0.4,0
11,J.Embiid u30.5 Pts,GDAWG5000,-115,0.58,J.Embiid,Philadelphia 76ers,Miami Heat,1,1.0843478260869563,0.5043478260869564,0.282051282051282,0,0.6,1,0.4,0
20,G.Mathews o4.5 Pts,JoeDellera,-125,1.25,G.Mathews,Atlanta Hawks,Chicago Bulls,0,2.25,1.0,0.5151515151515151,1,0.8,1,0.8,1
21,G.Mathews o4.5 Pts,SBK5065,-130,1.3,G.Mathews,Atlanta Hawks,Chicago Bulls,0,2.3,0.9999999999999998,0.5151515151515151,1,0.8,1,0.8,1
14,D.DeRozan o5.5 Ast,kylemurray03,100,1.0,D.DeRozan,Chicago Bulls,Atlanta Hawks,1,2.0,1.0,0.4177215189873418,0,0.6,1,0.5,0
5,J.Butler o11.5 Rebs+Ast,PropBetGuy,-104,1.04,J.Butler,Miami Heat,Philadelphia 76ers,0,2.04,1.0,0.3166666666666666,0,0.4,0,0.3,0
13,D.DeRozan u40.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,D.DeRozan,Chicago Bulls,Atlanta Hawks,1,2.1499999999999995,0.9999999999999996,0.8227848101265823,1,0.6,1,0.7,1
1,N.Batum o0.5 3pt M,SBK5065,-145,1.0,N.Batum,Philadelphia 76ers,Miami Heat,1,1.6896551724137931,0.6896551724137931,0.7192982456140351,1,0.6,1,0.7,1
4,B.Hield o1.5 3pt M,ActionIsland,-136,0.5,B.Hield,Philadelphia 76ers,Miami Heat,1,0.8676470588235294,0.3676470588235294,0.75,1,0.8,1,0.6,1
