Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,V.Wembanyama u4.5 Blk,JoeDellera,-146,0.5,V.Wembanyama,San Antonio Spurs,Phoenix Suns,1,0.8424657534246576,0.3424657534246575,0.6774193548387096,1,0.6,1,0.5,0
1,V.Wembanyama u4.5 Blk,SBK5065,-140,1.0,V.Wembanyama,San Antonio Spurs,Phoenix Suns,1,1.7142857142857144,0.7142857142857144,0.6774193548387096,1,0.6,1,0.5,0
3,J.Nurkic o10.5 Rebs,JoeDellera,-130,1.3,J.Nurkic,Phoenix Suns,San Antonio Spurs,0,2.3,0.9999999999999998,0.4848484848484848,0,0.6,1,0.7,1
12,J.Green u37.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,J.Green,Houston Rockets,Utah Jazz,1,2.1499999999999995,0.9999999999999996,0.9029850746268656,1,0.8,1,0.7,1
4,V.Micic u22.5 Pts+Rebs+Ast,gneiffer07,-125,1.25,V.Micic,Charlotte Hornets,Atlanta Hawks,0,2.25,1.0,0.6666666666666666,1,0.4,0,0.5,0
7,N.Vucevic o18.5 Pts,JoeDellera,100,1.0,N.Vucevic,Chicago Bulls,Boston Celtics,1,2.0,1.0,0.5230769230769231,1,0.6,1,0.6,1
17,I.Hartenstein o7.5 Pts,gneiffer07,-115,1.0,I.Hartenstein,New York Knicks,Brooklyn Nets,1,1.869565217391304,0.8695652173913042,0.365079365079365,0,0.6,1,0.4,0
5,N.Richards o9.5 Pts,gneiffer07,-115,1.15,N.Richards,Charlotte Hornets,Atlanta Hawks,0,2.1499999999999995,0.9999999999999996,0.5423728813559322,1,0.4,0,0.5,0
6,K.Kuzma o24.5 Pts,the_degenerates,-106,1.06,K.Kuzma,Washington Wizards,Toronto Raptors,1,2.06,1.0,0.4242424242424242,0,0.4,0,0.5,0
5,A.Dosunmu o19.5 Pts+Ast,the_degenerates,-115,1.15,A.Dosunmu,Chicago Bulls,Boston Celtics,1,2.1499999999999995,0.9999999999999996,0.2941176470588235,0,0.8,1,0.6,1
7,W.Carter o2.5 Ast,TheBMatt,230,0.25,W.Carter,Orlando Magic,Sacramento Kings,1,0.825,0.575,0.2093023255813953,0,0.8,1,0.5,0
8,W.Carter o1.5 Ast,TheBMatt,-130,0.75,W.Carter,Orlando Magic,Sacramento Kings,1,1.3269230769230769,0.5769230769230769,0.5581395348837209,1,1.0,1,0.8,1
