,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,16,16,34,34,34,34,D.Fox o4.5 Rebs,KurtisSenif,-135,0.35,0.6092592592592592,0,Sacramento Kings,D.Fox,Denver Nuggets,1,0.2592592592592592,0.4871794871794871,0,0.2,0,0.2,0
1,17,17,35,35,35,35,J.Embiid o9.5 Rebs,ChicagoFlow,-140,1.43,2.4514285714285715,0,Philadelphia 76ers,J.Embiid,Washington Wizards,0,1.0214285714285716,0.625,1,0.8,1,0.6,1
