,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Gordon o12.5 Pts,PropBomb,-125,1.25,A.Gordon,Denver Nuggets,Minnesota Timberwolves,1,2.25,1.0,0.6075949367088608,1,0.4,0,0.5,0
1,N.Jokic o30.5 Pts,gneiffer07,-108,1.08,N.Jokic,Denver Nuggets,Minnesota Timberwolves,1,2.08,1.0,0.3411764705882353,0,0.4,0,0.4,0
3,C.Braun o4.5 Pts,ActionIsland,-110,0.5,C.Braun,Denver Nuggets,Minnesota Timberwolves,1,0.9545454545454546,0.4545454545454546,0.6818181818181818,1,0.6,1,0.7,1
12,J.Brunson o34.5 Pts,kylemurray03,-124,1.24,J.Brunson,New York Knicks,Indiana Pacers,1,2.24,0.9999999999999998,0.3012048192771084,0,0.8,1,0.7,1
14,M.Turner o16.5 Pts,VegasRefund,-120,1.2,M.Turner,Indiana Pacers,New York Knicks,0,2.2,1.0000000000000002,0.5,0,0.6,1,0.7,1
15,A.Nesmith o12.5 Pts,cowhitchurch,100,0.5,A.Nesmith,Indiana Pacers,New York Knicks,0,1.0,0.5,0.4810126582278481,0,0.6,1,0.5,0
17,J.Hart u15.5 Pts,cowhitchurch,-120,0.6,J.Hart,New York Knicks,Indiana Pacers,1,1.1,0.5000000000000001,0.7701149425287356,1,0.2,0,0.2,0
23,J.Hart u15.5 Pts,SBK5065,-120,1.0,J.Hart,New York Knicks,Indiana Pacers,1,1.8333333333333333,0.8333333333333335,0.7701149425287356,1,0.2,0,0.2,0
16,A.Nembhard o10.5 Pts,the_degenerates,-115,1.15,A.Nembhard,Indiana Pacers,New York Knicks,0,2.1499999999999995,0.9999999999999996,0.3378378378378378,0,1.0,1,0.5,0
20,M.Turner o16.5 Pts,cowhitchurch,-125,0.63,M.Turner,Indiana Pacers,New York Knicks,0,1.134,0.5040000000000001,0.5,0,0.6,1,0.7,1
37,A.Nesmith o12.5 Pts,JoeDellera,102,0.75,A.Nesmith,Indiana Pacers,New York Knicks,0,1.515,0.7650000000000001,0.4810126582278481,0,0.6,1,0.5,0
