,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,5,5,5,L.Doncic o41.5 Pts+Ast,KurtisSenif,-127,0.3,0.5362204724409448,0,Dallas Mavericks,L.Doncic,Los Angeles Lakers,1,0.2362204724409448
1,19,19,19,C.Paul o24.5 Pts+Ast,KurtisSenif,100,0.28,0.56,0,Phoenix Suns,C.Paul,Denver Nuggets,0,0.28
