,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,5,5,M.Thybulle o2.5 Stl+Blk,Portland Trail Blazers,PropBomb,110,0.5,1.05,8.593399999999999,M.Thybulle,Detroit Pistons,0,0.55,0.875,1,1.0,1,0.875,1
1,6,6,M.Thybulle o2.5 Stl+Blk,Portland Trail Blazers,SBK5065,110,1.0,2.1,10.3466,M.Thybulle,Detroit Pistons,0,1.1,0.875,1,1.0,1,0.875,1
