,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jaden Ivey,Detroit Pistons,Los Angeles Clippers,0,37.46,18,5,4,0,0,1,.411,.405,.333,2.5,8.9,5.4,27.8,0.0,0.0,29.8,79,107,-7.2
1,Bojan Bogdanović,Detroit Pistons,Los Angeles Clippers,0,34.53,26,3,3,2,0,2,.644,.611,.222,0.0,9.6,4.4,21.5,2.8,0.0,27.6,120,101,10.2
2,Saddiq Bey,Detroit Pistons,Los Angeles Clippers,0,31.37,11,2,8,1,0,2,.481,.455,.727,6.0,21.2,12.9,11.3,1.6,0.0,17.1,101,100,1.0
3,Killian Hayes,Detroit Pistons,Los Angeles Clippers,0,27.37,5,1,3,3,2,0,.256,.125,.250,0.0,12.1,5.5,5.6,5.4,6.8,16.9,55,89,-3.9
4,Marvin Bagley III,Detroit Pistons,Los Angeles Clippers,0,22.31,4,0,8,0,0,0,.340,.200,.200,8.4,29.7,18.1,0.0,0.0,0.0,15.2,66,101,-12.0
5,Jalen Duren,Detroit Pistons,Los Angeles Clippers,0,25.07,8,0,9,0,1,0,.546,.500,.000,15.0,22.2,18.3,0.0,0.0,3.7,14.4,113,101,-2.9
6,Alec Burks,Detroit Pistons,Los Angeles Clippers,0,18.14,6,2,2,1,0,0,.387,.167,.333,0.0,12.2,5.6,17.3,2.7,0.0,20.9,83,100,-3.4
7,Isaiah Livers,Detroit Pistons,Los Angeles Clippers,0,16.57,5,0,1,1,0,0,.460,.400,.600,0.0,6.6,3.0,0.0,2.9,0.0,13.9,97,101,-2.2
8,Hamidou Diallo,Detroit Pistons,Los Angeles Clippers,0,16.23,5,2,3,0,2,0,.512,.500,.250,0.0,20.4,9.4,21.6,0.0,11.5,12.9,117,96,4.4
9,Kevin Knox,Detroit Pistons,Los Angeles Clippers,0,8.55,3,0,2,1,2,1,.375,.375,.750,10.6,12.5,11.5,0.0,5.5,21.1,19.5,89,80,10.6
10,Ivica Zubac,Los Angeles Clippers,Detroit Pistons,1,39.32,9,1,18,0,0,0,.461,.375,.000,14.1,30.9,23.2,4.1,0.0,0.0,16.4,79,89,-5.4
11,Paul George,Los Angeles Clippers,Detroit Pistons,1,35.49,16,3,9,1,0,3,.414,.361,.333,6.2,18.4,12.8,15.3,1.4,0.0,28.5,82,91,-3.1
12,Marcus Morris,Los Angeles Clippers,Detroit Pistons,1,35.39,16,1,6,0,0,3,.504,.500,.533,3.1,13.2,8.6,5.4,0.0,0.0,19.5,110,95,2.7
13,Reggie Jackson,Los Angeles Clippers,Detroit Pistons,1,34.36,23,3,3,0,1,3,.786,.708,.417,0.0,8.2,4.4,17.9,0.0,2.4,21.1,144,95,11.1
14,Kawhi Leonard,Los Angeles Clippers,Detroit Pistons,1,24.31,6,4,5,0,0,0,.307,.250,.375,0.0,19.2,10.4,26.9,0.0,0.0,17.4,87,93,-2.1
15,Norman Powell,Los Angeles Clippers,Detroit Pistons,1,22.46,14,1,2,0,0,1,.651,.611,.333,0.0,8.3,4.5,9.4,0.0,0.0,20.7,137,97,8.3
16,Terance Mann,Los Angeles Clippers,Detroit Pistons,1,14.39,5,0,2,0,0,0,.563,.500,.500,7.6,6.4,7.0,0.0,0.0,0.0,13.3,126,97,-0.8
17,Nicolas Batum,Los Angeles Clippers,Detroit Pistons,1,13.55,0,0,3,0,0,0,.000,.000,1.000,0.0,20.3,11.0,0.0,0.0,0.0,3.1,0,93,-3.7
18,John Wall,Los Angeles Clippers,Detroit Pistons,1,13.24,3,4,1,0,0,1,.375,.375,.500,0.0,7.0,3.8,48.7,0.0,0.0,32.7,48,97,-18.2
19,Moses Brown,Los Angeles Clippers,Detroit Pistons,1,5.09,4,0,2,0,0,0,1.000,1.000,.000,21.7,18.3,19.8,0.0,0.0,0.0,25.5,114,93,6.2
20,Kevin Durant,Brooklyn Nets,Portland Trail Blazers,0,38.48,35,3,8,0,1,1,.663,.614,.182,0.0,19.8,11.5,15.5,0.0,2.2,35.4,112,107,2.3
21,Royce O'Neale,Brooklyn Nets,Portland Trail Blazers,0,37.19,11,11,10,0,1,1,.393,.393,.500,3.6,23.2,15.0,42.2,0.0,2.3,19.4,101,106,1.0
22,Joe Harris,Brooklyn Nets,Portland Trail Blazers,0,33.25,15,4,3,0,1,4,.603,.583,.667,0.0,8.6,5.0,17.5,0.0,2.5,20.9,97,109,-1.2
23,Nic Claxton,Brooklyn Nets,Portland Trail Blazers,0,25.20,11,2,5,2,0,0,.619,.625,.000,5.3,15.2,11.0,12.4,3.7,0.0,17.6,115,101,1.8
24,Edmond Sumner,Brooklyn Nets,Portland Trail Blazers,0,5.57,0,1,0,0,0,0,,,,0.0,0.0,0.0,20.2,0.0,0.0,7.6,49,114,-9.3
25,Ben Simmons,Brooklyn Nets,Portland Trail Blazers,0,32.11,15,7,13,0,1,0,.966,1.000,.000,4.1,35.8,22.5,33.6,0.0,2.6,12.3,182,102,9.3
26,Yuta Watanabe,Brooklyn Nets,Portland Trail Blazers,0,28.35,20,2,7,0,0,5,1.037,1.071,1.000,9.3,16.8,13.7,10.6,0.0,0.0,15.3,195,109,15.9
27,Seth Curry,Brooklyn Nets,Portland Trail Blazers,0,27.30,0,0,1,1,1,0,.000,.000,.400,0.0,3.5,2.0,0.0,1.7,3.1,13.2,0,106,-17.1
28,Cam Thomas,Brooklyn Nets,Portland Trail Blazers,0,7.10,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0,114,-30.9
29,Patty Mills,Brooklyn Nets,Portland Trail Blazers,0,3.42,2,2,0,1,0,0,.500,.500,.500,0.0,0.0,0.0,96.0,12.8,0.0,36.7,93,85,13.6
30,Damian Lillard,Portland Trail Blazers,Brooklyn Nets,1,37.38,25,11,3,1,0,3,.469,.396,.500,2.6,7.1,4.4,54.4,1.3,0.0,32.1,106,112,4.8
31,Jerami Grant,Portland Trail Blazers,Brooklyn Nets,1,37.15,5,3,5,1,1,1,.192,.192,.385,0.0,17.9,7.5,11.6,1.3,2.6,15.8,49,109,-11.0
32,Josh Hart,Portland Trail Blazers,Brooklyn Nets,1,30.06,7,2,6,2,1,1,.583,.583,.333,3.2,22.1,11.1,10.2,3.2,3.2,8.4,129,104,2.7
33,Anfernee Simons,Portland Trail Blazers,Brooklyn Nets,1,29.23,24,2,1,2,0,4,.551,.500,.450,0.0,4.5,1.9,14.2,3.2,0.0,31.2,112,108,7.9
34,Jusuf Nurkić,Portland Trail Blazers,Brooklyn Nets,1,25.12,17,0,8,0,1,0,.614,.556,.111,7.6,31.7,17.7,0.0,0.0,3.8,26.5,112,109,-1.1
35,Justise Winslow,Portland Trail Blazers,Brooklyn Nets,1,28.25,2,3,4,2,0,0,.333,.333,.000,3.4,14.1,7.9,14.8,3.3,0.0,5.9,89,106,-4.0
36,Shaedon Sharpe,Portland Trail Blazers,Brooklyn Nets,1,21.28,20,0,2,0,0,4,1.012,1.000,.556,4.5,6.2,5.2,0.0,0.0,0.0,23.3,145,115,13.7
37,Drew Eubanks,Portland Trail Blazers,Brooklyn Nets,1,17.46,3,0,7,1,1,0,.387,.333,.000,10.8,37.5,22.0,0.0,2.7,5.4,11.6,84,101,-4.4
38,Nassir Little,Portland Trail Blazers,Brooklyn Nets,1,12.45,4,1,3,0,1,0,.291,.167,.333,0.0,31.4,13.1,11.7,0.0,7.5,22.7,70,106,-6.8
39,Devin Vassell,San Antonio Spurs,Sacramento Kings,0,36.14,29,3,3,1,1,4,.684,.684,.474,0.0,12.8,5.8,12.6,1.3,2.5,28.6,123,133,2.7
40,Jeremy Sochan,San Antonio Spurs,Sacramento Kings,0,31.24,11,5,4,0,0,0,.527,.500,.200,0.0,19.7,8.9,19.9,0.0,0.0,19.2,96,138,-8.4
41,Keita Bates-Diop,San Antonio Spurs,Sacramento Kings,0,31.18,16,2,4,1,1,0,.649,.636,.182,4.0,14.8,8.9,8.7,1.6,2.9,17.6,137,132,-0.2
42,Tre Jones,San Antonio Spurs,Sacramento Kings,0,29.22,15,4,1,2,0,1,.577,.577,.154,0.0,5.3,2.4,18.9,3.3,0.0,24.4,99,132,-6.2
43,Jakob Poeltl,San Antonio Spurs,Sacramento Kings,0,27.21,10,4,7,1,1,0,.556,.556,.000,13.9,22.6,17.8,18.9,1.8,3.3,18.0,114,131,-3.5
44,Josh Richardson,San Antonio Spurs,Sacramento Kings,0,23.16,9,3,1,2,0,2,.605,.571,.571,0.0,6.7,3.0,15.5,4.2,0.0,18.2,104,130,-3.2
45,Isaiah Roby,San Antonio Spurs,Sacramento Kings,0,22.23,11,3,2,0,2,3,.786,.786,.429,0.0,13.8,6.2,17.2,0.0,8.1,14.0,159,132,7.1
46,Jordan Hall,San Antonio Spurs,Sacramento Kings,0,15.41,5,2,5,0,0,1,.644,.500,.667,16.1,29.6,22.2,14.3,0.0,0.0,16.8,112,137,-6.0
47,Gorgui Dieng,San Antonio Spurs,Sacramento Kings,0,11.38,2,1,3,0,1,0,.333,.333,.667,0.0,39.9,17.9,9.9,0.0,7.8,11.5,86,129,-8.2
48,Charles Bassey,San Antonio Spurs,Sacramento Kings,0,11.23,4,2,2,1,0,0,1.000,1.000,.000,11.1,13.6,12.2,22.4,4.3,0.0,23.6,77,129,-8.6
49,Kevin Huerter,Sacramento Kings,San Antonio Spurs,1,34.11,7,6,2,1,1,1,.318,.318,.455,0.0,7.4,4.1,19.2,1.4,2.4,17.3,82,113,-8.1
50,Domantas Sabonis,Sacramento Kings,San Antonio Spurs,1,32.24,16,1,8,0,0,1,.990,.900,.200,0.0,31.2,17.2,3.5,0.0,0.0,14.1,159,115,-0.5
51,De'Aaron Fox,Sacramento Kings,San Antonio Spurs,1,31.48,28,8,3,1,0,2,.835,.800,.200,0.0,11.9,6.6,38.5,1.5,0.0,24.0,178,114,14.3
52,Harrison Barnes,Sacramento Kings,San Antonio Spurs,1,29.21,16,2,8,2,0,1,.760,.643,.429,5.3,30.1,19.0,7.9,3.3,0.0,17.8,151,108,6.7
53,Terence Davis,Sacramento Kings,San Antonio Spurs,1,14.39,5,3,3,1,0,1,.357,.357,.429,10.6,17.2,14.2,23.7,3.3,0.0,31.0,75,109,-12.5
54,Malik Monk,Sacramento Kings,San Antonio Spurs,1,28.01,26,2,4,0,0,4,.684,.684,.474,5.5,13.5,9.9,11.8,0.0,0.0,32.5,129,118,3.1
55,Davion Mitchell,Sacramento Kings,San Antonio Spurs,1,27.39,6,4,2,0,0,0,.500,.500,.167,0.0,9.1,5.0,16.2,0.0,0.0,9.9,128,118,-2.7
56,Trey Lyles,Sacramento Kings,San Antonio Spurs,1,19.41,14,0,3,1,0,1,.717,.688,.500,15.7,6.4,10.6,0.0,2.5,0.0,22.5,152,113,4.0
57,Chimezie Metu,Sacramento Kings,San Antonio Spurs,1,13.59,10,1,3,1,0,1,1.126,1.125,.250,11.1,18.1,14.9,10.0,3.5,0.0,17.7,177,109,13.6
58,KZ Okpala,Sacramento Kings,San Antonio Spurs,1,1.49,0,1,0,0,0,0,,,,0.0,0.0,0.0,55.0,0.0,0.0,0.0,225,119,19.2
59,Chima Moneke,Sacramento Kings,San Antonio Spurs,1,1.37,2,0,0,0,0,0,1.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,84.4,39,119,-43.8
60,Matthew Dellavedova,Sacramento Kings,San Antonio Spurs,1,1.37,0,0,1,0,0,0,,,,0.0,78.1,43.0,0.0,0.0,0.0,0.0,0,109,-3.6
