,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Dejounte Murray,Atlanta Hawks,Dallas Mavericks,0,37.37,30,4,7,1,0,4,.794,.778,.333,4.6,20.1,13.5,15.2,1.3,0.0,23.8,157,125,8.2
1,Trae Young,Atlanta Hawks,Dallas Mavericks,0,34.52,18,12,4,3,0,0,.620,.455,.091,0.0,14.5,8.3,39.2,4.2,0.0,23.9,128,120,4.7
2,John Collins,Atlanta Hawks,Dallas Mavericks,0,33.57,19,3,5,0,2,3,.679,.679,.357,0.0,18.6,10.7,11.3,0.0,6.7,19.9,133,125,3.4
3,De'Andre Hunter,Atlanta Hawks,Dallas Mavericks,0,25.13,11,2,2,0,0,1,.557,.500,.333,0.0,10.0,5.8,9.2,0.0,0.0,21.2,103,130,-9.7
4,Onyeka Okongwu,Atlanta Hawks,Dallas Mavericks,0,24.54,11,1,5,0,1,0,.709,.667,.000,13.8,15.2,14.6,4.7,0.0,4.6,19.4,113,127,-6.1
5,Bogdan Bogdanović,Atlanta Hawks,Dallas Mavericks,0,32.36,12,5,3,1,0,2,.462,.462,.615,5.3,7.7,6.7,17.7,1.5,0.0,19.3,112,128,-4.0
6,Clint Capela,Atlanta Hawks,Dallas Mavericks,0,22.55,16,0,6,1,1,0,.735,.700,.000,22.4,16.5,19.0,0.0,2.2,5.0,21.3,160,122,5.3
7,AJ Griffin,Atlanta Hawks,Dallas Mavericks,0,22.24,10,0,2,0,0,2,1.025,1.000,.500,0.0,11.3,6.5,0.0,0.0,0.0,9.8,206,130,2.6
8,Jalen Johnson,Atlanta Hawks,Dallas Mavericks,0,5.32,3,1,1,1,0,1,1.500,1.500,1.000,0.0,22.8,13.1,21.5,8.9,0.0,8.1,275,108,31.6
9,Luka Dončić,Dallas Mavericks,Atlanta Hawks,1,39.28,30,8,4,0,0,2,.618,.526,.421,0.0,17.4,7.4,29.4,0.0,0.0,34.4,111,138,-4.0
10,Spencer Dinwiddie,Dallas Mavericks,Atlanta Hawks,1,39.25,20,7,4,2,0,4,.530,.556,.556,3.2,13.0,7.4,24.9,2.5,0.0,24.1,110,132,-0.9
