,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,name
0,9,9,N.Claxton o2.5 Blk,Brooklyn Nets,JoeDellera,-140,1.0,1.7142857142857144,0.0,San Antonio Spurs,0,0.7142857142857144,N.Claxton
