,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,name
16,16,16,J.Embiid o31.5 Pts,Philadelphia 76ers,JoeDellera,-115,0.5,0.934782608695652,0.0,Los Angeles Clippers,0,0.4347826086956521,,,,,,,J.Embiid
20,20,20,J.Embiid o31.5 Pts,Philadelphia 76ers,PropBomb,-110,1.1,2.1,-15.7823,Los Angeles Clippers,0,1.0,,,,,,,J.Embiid
