,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,name
0,8,8,R.O'Neale o9.5 Rebs+Ast,Brooklyn Nets,JoeDellera,-110,1.0,1.9090909090909087,0.0,San Antonio Spurs,0,0.9090909090909092,R.O'Neale
