,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,S.Dinwiddie o8.5 Ast,JoeDellera,-138,0.75,1.2934782608695654,0,Brooklyn Nets,S.Dinwiddie,Philadelphia 76ers,0,0.5434782608695654,N,0.48148148148148145,0,0.6,1,0.7,1
1,S.Dinwiddie o8.5 Ast,SBK5065,-125,0.63,1.134,0,Brooklyn Nets,S.Dinwiddie,Philadelphia 76ers,0,0.5040000000000001,N,0.48148148148148145,0,0.6,1,0.7,1
2,P.Tucker o0.5 3pt M,GDAWG5000,-125,1.25,2.25,0,Philadelphia 76ers,P.Tucker,Brooklyn Nets,1,1.0,Y,0.5263157894736842,1,0.8,1,0.6,1
3,J.Harden u20.5 Pts,JoeMetz,-110,1.1,2.1,0,Philadelphia 76ers,J.Harden,Brooklyn Nets,1,1.0,N,0.5084745762711864,1,0.6,1,0.7,1
4,S.Bey o11.5 Pts,JoeDellera,-104,0.75,1.4711538461538465,0,Atlanta Hawks,S.Bey,Boston Celtics,0,0.7211538461538463,N,0.5555555555555556,1,0.4,0,0.5,0
5,O.Okongwu o14.5 Pts+Rebs,SBK5065,-120,0.6,1.1,0,Atlanta Hawks,O.Okongwu,Boston Celtics,0,0.5000000000000001,N,0.6097560975609756,1,0.6,1,0.8,1
6,S.Bey o11.5 Pts,charliedisturco,-115,1.15,2.1499999999999995,0,Atlanta Hawks,S.Bey,Boston Celtics,0,0.9999999999999996,N,0.5555555555555556,1,0.4,0,0.5,0
7,S.Bey o11.5 Pts,wheatonbrando,-104,1.0,1.9615384615384617,0,Atlanta Hawks,S.Bey,Boston Celtics,0,0.9615384615384616,N,0.5555555555555556,1,0.4,0,0.5,0
8,M.Brogdon o6.5 Rebs+Ast,PropBomb,-122,1.22,2.22,0,Boston Celtics,M.Brogdon,Atlanta Hawks,1,1.0000000000000002,Y,0.7058823529411765,1,1.0,1,0.8,1
9,D.Murray Double-Double (Yes),GDAWG5000,1450,0.1,1.55,0,Atlanta Hawks,D.Murray,Boston Celtics,0,1.45,N,0.10526315789473684,0,0.0,0,0.1,0
10,S.Bey o11.5 Pts,HPBasketball,-120,0.6,1.1,0,Atlanta Hawks,S.Bey,Boston Celtics,0,0.5000000000000001,N,0.5555555555555556,1,0.4,0,0.5,0
11,E.Mobley o17.5 Pts+Ast,JoeDellera,-110,0.75,1.431818181818182,0,Cleveland Cavaliers,E.Mobley,New York Knicks,1,0.6818181818181819,N,0.6375,1,0.6,1,0.8,1
12,J.Brunson o24.5 Pts,charliedisturco,-110,0.55,1.05,0,New York Knicks,J.Brunson,Cleveland Cavaliers,0,0.5,Y,0.463768115942029,0,0.8,1,0.6,1
13,E.Mobley o1.5 Blk,GDAWG5000,105,0.5,1.025,0,Cleveland Cavaliers,E.Mobley,New York Knicks,1,0.5249999999999999,N,0.4125,0,0.4,0,0.6,1
14,J.Brunson o5.5 Ast,ChicagoFlow,-130,2.0,3.5384615384615383,0,New York Knicks,J.Brunson,Cleveland Cavaliers,0,1.5384615384615383,N,0.5507246376811594,1,0.6,1,0.6,1
15,D.Sabonis o12.5 Rebs,JoeDellera,-120,1.0,1.8333333333333333,0,Sacramento Kings,D.Sabonis,Golden State Warriors,1,0.8333333333333335,Y,0.45,0,0.2,0,0.2,0
16,S.Curry o5.5 Rebs,SBK5065,-130,0.65,1.15,0,Golden State Warriors,S.Curry,Sacramento Kings,0,0.4999999999999999,Y,0.631578947368421,1,0.4,0,0.5,0
