,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,T.Haliburton o8.5 Ast,JoeDellera,-110,0.75,1.431818181818182,13.791499999999996,Indiana Pacers,T.Haliburton,Los Angeles Lakers,1,0.6818181818181819,Y,0.6829268292682927,1,0.8,1,0.6,1
1,L.James o7.5 Rebs,JoeDellera,-130,0.75,1.3269230769230769,0.0,Los Angeles Lakers,L.James,Indiana Pacers,0,0.5769230769230769,N,0.6428571428571429,1,0.8,1,0.9,1
2,A.Davis o10.5 Rebs,PropBetGuy,-120,1.2,2.2,-5.760000000000001,Los Angeles Lakers,A.Davis,Indiana Pacers,0,1.0000000000000002,Y,0.6206896551724138,1,0.4,0,0.6,1
3,L.James o7.5 Ast,PropBomb,-135,1.35,2.35,-11.720000000000002,Los Angeles Lakers,L.James,Indiana Pacers,0,1.0,N,0.5,0,0.6,1,0.6,1
4,L.James o15.5 Rebs+Ast,charliedisturco,-115,0.58,1.0843478260869563,0.0542999999999999,Los Angeles Lakers,L.James,Indiana Pacers,0,0.5043478260869564,N,0.5,0,0.6,1,0.6,1
5,D.Garland o7.5 Ast,SBK5065,-145,0.35,0.5913793103448276,17.6464,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,1,0.2413793103448276,Y,0.6444444444444445,1,0.8,1,0.8,1
6,D.Garland o8.5 Ast,SBK5065,118,0.2,0.4359999999999999,0.0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,1,0.2359999999999999,Y,0.4444444444444444,0,0.8,1,0.8,1
7,B.Clarke u22.5 Pts+Rebs+Ast,SBK5065,-125,0.63,1.134,0.0,Memphis Grizzlies,B.Clarke,Cleveland Cavaliers,0,0.5040000000000001,Y,0.8043478260869565,1,0.6,1,0.7,1
8,D.Garland o11.5 Ast,JoeDellera,550,0.15,0.975,13.791499999999996,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,1,0.825,N,0.13333333333333333,0,0.2,0,0.2,0
9,D.Garland Double-Double (Yes),JoeDellera,225,0.25,0.8125,0.0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,1,0.5625,Y,0.3333333333333333,0,0.6,1,0.6,1
10,D.Garland o7.5 Ast,JoeDellera,-135,1.0,1.7407407407407407,0.0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,1,0.7407407407407407,Y,0.6444444444444445,1,0.8,1,0.8,1
11,E.Mobley o25.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,-5.760000000000001,Cleveland Cavaliers,E.Mobley,Memphis Grizzlies,1,1.0000000000000002,Y,0.34615384615384615,0,0.8,1,0.7,1
12,E.Mobley o25.5 Pts+Rebs,charliedisturco,-120,0.6,1.1,0.0542999999999999,Cleveland Cavaliers,E.Mobley,Memphis Grizzlies,1,0.5000000000000001,Y,0.34615384615384615,0,0.8,1,0.7,1
13,J.Butler o21.5 Pts,JoeDellera,-104,0.3,0.5884615384615385,13.791499999999996,Miami Heat,J.Butler,New York Knicks,0,0.2884615384615385,N,0.47368421052631576,0,0.6,1,0.4,0
14,L.Ball o3.5 3pt M,SBK5065,-120,0.6,1.1,17.6464,Charlotte Hornets,L.Ball,Chicago Bulls,0,0.5000000000000001,N,0.6538461538461539,1,0.2,0,0.4,0
15,M.Plumlee o24.5 Pts+Rebs,SBK5065,-105,0.53,1.0347619047619048,0.0,Charlotte Hornets,M.Plumlee,Chicago Bulls,0,0.5047619047619047,Y,0.3584905660377358,0,0.6,1,0.8,1
16,L.Ball o3.5 3pt M,JoeDellera,-120,0.75,1.375,13.791499999999996,Charlotte Hornets,L.Ball,Chicago Bulls,0,0.625,N,0.6538461538461539,1,0.2,0,0.4,0
17,M.Plumlee o10.5 Rebs,JoeDellera,-125,0.75,1.35,0.0,Charlotte Hornets,M.Plumlee,Chicago Bulls,0,0.6000000000000001,Y,0.41509433962264153,0,0.6,1,0.6,1
18,M.Plumlee o24.5 Pts+Rebs,JoeDellera,-105,0.25,0.4880952380952381,0.0,Charlotte Hornets,M.Plumlee,Chicago Bulls,0,0.238095238095238,Y,0.3584905660377358,0,0.6,1,0.8,1
19,M.Plumlee o24.5 Pts+Rebs,PropBetGuy,-105,1.05,2.05,-5.760000000000001,Charlotte Hornets,M.Plumlee,Chicago Bulls,0,0.9999999999999998,Y,0.3584905660377358,0,0.6,1,0.8,1
20,N.Jokic u26.5 Pts,SBK5065,-122,0.61,1.11,17.6464,Denver Nuggets,N.Jokic,Golden State Warriors,1,0.5000000000000001,Y,0.6,1,0.8,1,0.7,1
21,B.Lopez o1.5 3pt M,SBK5065,-105,0.53,1.0347619047619048,17.6464,Milwaukee Bucks,B.Lopez,Los Angeles Clippers,1,0.5047619047619047,N,0.5490196078431373,1,0.2,0,0.5,0
