,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Morris u1.5 3pt M,SBK5065,-139,0.7,1.2035971223021582,28.0283,Washington Wizards,M.Morris,Miami Heat,1,0.5035971223021583,Y,0.75,1,0.8,1,0.7,1
1,B.Beal o21.5 Pts,SBK5065,-105,0.53,1.0347619047619048,28.0283,Washington Wizards,B.Beal,Miami Heat,1,0.5047619047619047,Y,0.5454545454545454,1,0.6,1,0.5,0
2,B.Beal o20.5 Pts,PropBomb,-115,1.15,2.1499999999999995,0.0,Washington Wizards,B.Beal,Miami Heat,1,0.9999999999999996,Y,0.5454545454545454,1,0.6,1,0.5,0
3,G.Antetokounmpo o11.5 Rebs,SBK5065,110,1.0,2.1,0.0,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,0,1.1,Y,0.75,1,0.6,1,0.7,1
4,G.Antetokounmpo o29.5 Pts,JoeMetz,-105,1.05,2.05,6.0827,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,0,0.9999999999999998,N,0.5,0,0.0,0,0.5,0
5,C.LeVert u4.5 Ast,SBK5065,-155,0.78,1.2832258064516129,28.0283,Cleveland Cavaliers,C.LeVert,Charlotte Hornets,1,0.5032258064516129,Y,0.4,0,0.6,1,0.5,0
6,D.Mitchell o25.5 Pts,SBK5065,-114,0.57,1.0699999999999998,28.0283,Cleveland Cavaliers,D.Mitchell,Charlotte Hornets,1,0.4999999999999999,Y,0.7692307692307693,1,0.8,1,0.7,1
7,K.Oubre u20.5 Pts,SBK5065,-121,0.61,1.1141322314049589,28.0283,Charlotte Hornets,K.Oubre,Cleveland Cavaliers,0,0.5041322314049589,N,0.7647058823529411,1,0.6,1,0.7,1
8,K.Oubre u1.5 Ast,SBK5065,-120,1.0,1.8333333333333333,28.0283,Charlotte Hornets,K.Oubre,Cleveland Cavaliers,0,0.8333333333333333,Y,0.6470588235294118,1,0.6,1,0.7,1
9,K.Oubre u26.5 Pts+Rebs+Ast,JoeDellera,-116,0.4,0.7448275862068966,0.0,Charlotte Hornets,K.Oubre,Cleveland Cavaliers,0,0.3448275862068966,N,0.5294117647058824,1,0.2,0,0.4,0
10,B.Bol u9.5 Rebs,SBK5065,-120,1.0,1.8333333333333333,0.0,Orlando Magic,B.Bol,Chicago Bulls,0,0.8333333333333333,N,0.625,1,0.4,0,0.5,0
11,J.Morant u8.5 Ast,SBK5065,-140,1.0,1.7142857142857144,28.0283,Memphis Grizzlies,J.Morant,Oklahoma City Thunder,1,0.7142857142857144,N,0.7142857142857143,1,0.6,1,0.7,1
12,S.Gilgeous-Alexander u31.5 Pts,SBK5065,-115,0.58,1.0843478260869563,28.0283,Oklahoma City Thunder,S.Gilgeous-Alexander,Memphis Grizzlies,0,0.5043478260869564,Y,0.3333333333333333,0,0.4,0,0.3,0
13,S.Adams o9.5 Rebs,PropBomb,-135,1.35,2.35,0.0,Memphis Grizzlies,S.Adams,Oklahoma City Thunder,1,1.0,N,0.6,1,0.4,0,0.6,1
14,T.Haliburton o34.5 Pts+Rebs+Ast,SBK5065,-120,0.6,1.1,0.0,Indiana Pacers,T.Haliburton,Houston Rockets,0,0.5000000000000001,N,0.6428571428571429,1,0.4,0,0.5,0
15,T.Haliburton o2.5 3pt M,JoeDellera,-105,0.5,0.9761904761904762,5.0651,Indiana Pacers,T.Haliburton,Houston Rockets,0,0.4761904761904761,N,0.6428571428571429,1,0.6,1,0.6,1
16,M.Turner Yes115 Double-Double,JoeMetz,115,1.0,2.15,6.0827,Indiana Pacers,M.Turner,Houston Rockets,0,1.15,N,0.5555555555555556,1,0.8,1,0.5555555555555556,1
17,T.Haliburton o19.5 Pts,JoeMetz,-115,1.15,2.1499999999999995,6.0827,Indiana Pacers,T.Haliburton,Houston Rockets,0,0.9999999999999996,N,0.6428571428571429,1,0.6,1,0.6,1
18,K.Looney o16.5 Pts+Rebs+Ast,JoeDellera,-106,0.5,0.9716981132075472,5.0651,Golden State Warriors,K.Looney,New York Knicks,1,0.4716981132075472,N,0.5,0,0.6,1,0.5,0
19,S.Curry o41.5 Pts+Rebs+Ast,JoeMetz,-117,1.17,2.17,6.0827,Golden State Warriors,S.Curry,New York Knicks,1,1.0,N,0.6,1,0.4,0,0.6,1
