,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,O.Robinson o18.5 Pts+Rebs,PropBomb,-140,1.4,2.4,0,Miami Heat,O.Robinson,Oklahoma City Thunder,1,1.0,N,0.14285714285714285,0,0.0,0,0.1,0
1,O.Robinson o18.5 Pts+Rebs,PropBetGuy,-115,1.15,2.1499999999999995,0,Miami Heat,O.Robinson,Oklahoma City Thunder,1,0.9999999999999996,N,0.14285714285714285,0,0.0,0,0.1,0
2,S.Gilgeous-Alexander u30.5 Pts,JoeDellera,-114,0.66,1.2389473684210528,0,Oklahoma City Thunder,S.Gilgeous-Alexander,Miami Heat,0,0.5789473684210528,Y,0.43243243243243246,0,0.6,1,0.6,1
3,J.Butler o39.5 Pts+Rebs+Ast,SBK5065,-104,0.5,0.9807692307692308,0,Miami Heat,J.Butler,Oklahoma City Thunder,1,0.4807692307692308,Y,0.14285714285714285,0,0.2,0,0.1,0
4,J.Butler o14.5 Rebs+Ast,PropBomb,-125,1.25,2.25,0,Miami Heat,J.Butler,Oklahoma City Thunder,1,1.0,N,0.17857142857142858,0,0.0,0,0.1,0
5,D.Lillard u8.5 Ast,SBK5065,-115,0.5,0.934782608695652,0,Portland Trail Blazers,D.Lillard,Orlando Magic,1,0.434782608695652,Y,0.75,1,0.8,1,0.8,1
6,S.Dinwiddie u22.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,Dallas Mavericks,S.Dinwiddie,Los Angeles Clippers,0,0.8333333333333333,Y,0.43902439024390244,0,0.6,1,0.6,1
7,K.Leonard o32.5 Pts+Rebs,SBK5065,-105,0.5,0.9761904761904762,0,Los Angeles Clippers,K.Leonard,Dallas Mavericks,1,0.4761904761904761,Y,0.2631578947368421,0,0.6,1,0.4,0
8,K.Leonard o32.5 Pts+Rebs,JoeDellera,-105,0.48,0.937142857142857,0,Los Angeles Clippers,K.Leonard,Dallas Mavericks,1,0.4571428571428571,Y,0.2631578947368421,0,0.6,1,0.4,0
9,K.Leonard o25.5 Pts,PropBomb,-127,1.0,1.7874015748031495,0,Los Angeles Clippers,K.Leonard,Dallas Mavericks,1,0.7874015748031495,Y,0.2631578947368421,0,0.6,1,0.5,0
10,L.Markkanen u26.5 Pts,SBK5065,-113,0.5,0.9424778761061948,0,Utah Jazz,L.Markkanen,Cleveland Cavaliers,1,0.4424778761061948,Y,0.6341463414634146,1,0.4,0,0.3,0
11,M.Conley u20.5 Pts+Rebs+Ast,JoeDellera,-120,0.42,0.77,0,Utah Jazz,M.Conley,Cleveland Cavaliers,1,0.35,Y,0.48484848484848486,0,0.6,1,0.5,0
12,M.Conley u20.5 Pts+Rebs+Ast,PropBetGuy,-122,1.0,1.819672131147541,0,Utah Jazz,M.Conley,Cleveland Cavaliers,1,0.819672131147541,Y,0.48484848484848486,0,0.6,1,0.5,0
13,L.Markkanen u26.5 Pts,PropBomb,-122,1.0,1.819672131147541,0,Utah Jazz,L.Markkanen,Cleveland Cavaliers,1,0.819672131147541,Y,0.6341463414634146,1,0.4,0,0.3,0
14,S.Bey o14.5 Pts,PropBetGuy,-121,1.0,1.826446280991736,0,Detroit Pistons,S.Bey,Philadelphia 76ers,0,0.8264462809917357,Y,0.35,0,0.4,0,0.3,0
15,S.Curry o23.5 Pts,JoeDellera,-125,0.4,0.7200000000000001,0,Golden State Warriors,S.Curry,Phoenix Suns,1,0.32,Y,0.7407407407407407,1,0.6,1,0.7,1
16,S.Barnes o15.5 Pts,PropBomb,-110,1.15,2.1954545454545453,0,Toronto Raptors,S.Barnes,Charlotte Hornets,1,1.0454545454545454,N,0.4473684210526316,0,0.6,1,0.5,0
17,O.Anunoby o1.5 Stl,JoeDellera,-145,0.5,0.8448275862068966,0,Toronto Raptors,O.Anunoby,Charlotte Hornets,1,0.3448275862068966,N,0.6756756756756757,1,0.6,1,0.6,1
