,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Suggs u3.5 Rebs,SBK5065,-140,0.7,1.2,15.5659,Orlando Magic,J.Suggs,Golden State Warriors,1,0.5,Y,1.0,1,1.0,1,1.0,1
1,W.Carter u16.5 Pts,SBK5065,-105,1.0,1.9523809523809523,15.5659,Orlando Magic,W.Carter,Golden State Warriors,1,0.9523809523809524,Y,0.7777777777777778,1,0.8,1,0.7777777777777778,1
2,W.Carter u29.5 Pts+Rebs+Ast,SBK5065,-108,0.54,1.04,15.5659,Orlando Magic,W.Carter,Golden State Warriors,1,0.5,Y,0.7777777777777778,1,0.8,1,0.7777777777777778,1
3,B.Bol o7.5 Rebs,SBK5065,-130,0.65,1.15,15.5659,Orlando Magic,B.Bol,Golden State Warriors,1,0.4999999999999999,N,0.3333333333333333,0,0.6,1,0.3333333333333333,0
4,J.Suggs u21.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,0.0,Orlando Magic,J.Suggs,Golden State Warriors,1,1.0000000000000002,N,0.5,0,0.5,0,0.5,0
5,W.Carter o9.5 Rebs,JoeDellera,-100,1.0,2.0,2.9986,Orlando Magic,W.Carter,Golden State Warriors,1,1.0,N,0.4444444444444444,0,0.2,0,0.4444444444444444,0
6,J.Poole o16.5 Pts,ChicagoFlow,-117,0.5,0.9273504273504274,0.0,Golden State Warriors,J.Poole,Orlando Magic,0,0.4273504273504274,N,0.4444444444444444,0,0.4,0,0.4444444444444444,0
7,S.Gilgeous-Alexander o4.5 Rebs,SBK5065,-130,0.65,1.15,15.5659,Oklahoma City Thunder,S.Gilgeous-Alexander,Denver Nuggets,1,0.4999999999999999,N,0.5714285714285714,1,0.6,1,0.5714285714285714,1
8,N.Jokic u25.5 Pts,SBK5065,-109,1.0,1.9174311926605505,15.5659,Denver Nuggets,N.Jokic,Oklahoma City Thunder,0,0.9174311926605504,Y,0.625,1,0.8,1,0.625,1
9,M.Porter o23.5 Pts+Rebs,PropBetGuy,-125,1.25,2.25,0.0,Denver Nuggets,M.Porter,Oklahoma City Thunder,0,1.0,N,0.42857142857142855,0,0.6,1,0.42857142857142855,0
10,N.Jokic u47.5 Pts+Rebs+Ast,Noto,-122,1.22,2.22,-5.800000000000001,Denver Nuggets,N.Jokic,Oklahoma City Thunder,0,1.0000000000000002,Y,0.625,1,0.8,1,0.625,1
11,M.Porter o2.5 3pt M,JoeDellera,-139,1.0,1.7194244604316546,0.0,Denver Nuggets,M.Porter,Oklahoma City Thunder,0,0.7194244604316546,Y,0.8571428571428571,1,1.0,1,0.8571428571428571,1
