,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Grant u28.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,15.4793,Portland Trail Blazers,J.Grant,Memphis Grizzlies,0,0.5043478260869564,Y,0.5714285714285714,1,0.8,1,0.8,1
1,B.Clarke u6.5 Rebs,SBK5065,115,0.5,1.075,0.0,Memphis Grizzlies,B.Clarke,Portland Trail Blazers,1,0.575,N,0.6666666666666666,1,0.4,0,0.5,0
2,J.Grant u28.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,2.1499999999999995,-5.03,Portland Trail Blazers,J.Grant,Memphis Grizzlies,0,0.9999999999999996,Y,0.5714285714285714,1,0.8,1,0.8,1
3,A.Simons u20.5 Pts,JoeMetz,-118,1.18,2.18,0.8100000000000014,Portland Trail Blazers,A.Simons,Memphis Grizzlies,0,0.9999999999999998,N,0.4489795918367347,0,0.4,0,0.5,0
4,J.Tatum o38.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,-5.03,Boston Celtics,J.Tatum,Brooklyn Nets,1,1.0000000000000002,Y,0.5510204081632653,1,0.8,1,0.8,1
5,K.Irving u5.5 Rebs,GreenDotDaily,-125,1.0,1.8,-7.731599999999999,Brooklyn Nets,K.Irving,Boston Celtics,0,0.8,Y,0.55,1,0.6,1,0.4,0
6,K.Irving u5.5 Rebs,ChicagoFlow,-125,1.25,2.25,-8.25,Brooklyn Nets,K.Irving,Boston Celtics,0,1.0,Y,0.55,1,0.6,1,0.4,0
7,J.Poeltl o17.5 Pts+Rebs,SBK5065,-125,0.63,1.134,15.4793,San Antonio Spurs,J.Poeltl,Sacramento Kings,1,0.5040000000000001,Y,0.627906976744186,1,0.4,0,0.6,1
8,K.Murray o2.5 3pt M,JoeDellera,-106,0.75,1.4575471698113207,18.4795,Sacramento Kings,K.Murray,San Antonio Spurs,0,0.7075471698113207,N,0.5,0,0.6,1,0.6,1
9,D.Fox o25.5 Pts,JoeMetz,-105,1.05,2.05,0.8100000000000014,Sacramento Kings,D.Fox,San Antonio Spurs,0,0.9999999999999998,Y,0.46808510638297873,0,0.6,1,0.5,0
10,E.Gordon o15.5 Pts,SBK5065,-110,0.55,1.05,15.4793,Houston Rockets,E.Gordon,Oklahoma City Thunder,1,0.5,Y,0.2727272727272727,0,0.6,1,0.6,1
11,A.Sengun o37.5 Pts+Rebs+Ast,SBK5065,-110,0.55,1.05,0.0,Houston Rockets,A.Sengun,Oklahoma City Thunder,1,0.5,N,0.15217391304347827,0,0.4,0,0.4,0
12,J.Williams o1.5 Stl+Blk,SBK5065,-130,0.65,1.15,0.0,Oklahoma City Thunder,J.Williams,Houston Rockets,0,0.4999999999999999,Y,0.8787878787878788,1,1.0,1,1.0,1
13,E.Gordon o15.5 Pts,JoeDellera,-110,0.5,0.9545454545454546,18.4795,Houston Rockets,E.Gordon,Oklahoma City Thunder,1,0.4545454545454546,Y,0.2727272727272727,0,0.6,1,0.6,1
14,E.Gordon o15.5 Pts,charliedisturco,-110,0.55,1.05,-0.4457000000000001,Houston Rockets,E.Gordon,Oklahoma City Thunder,1,0.5,Y,0.2727272727272727,0,0.6,1,0.6,1
15,K.Thompson o22.5 Pts,PropBetGuy,-115,1.15,2.1499999999999995,-5.03,Golden State Warriors,K.Thompson,Minnesota Timberwolves,0,0.9999999999999996,N,0.4,0,0.6,1,0.7,1
16,P.Achiuwa o9.5 Rebs,JoeDellera,105,0.75,1.5375,18.4795,Toronto Raptors,P.Achiuwa,Utah Jazz,0,0.7874999999999999,N,0.2413793103448276,0,0.6,1,0.5,0
17,P.Achiuwa o8.5 Rebs,JoeDellera,-124,0.5,0.9032258064516128,0.0,Toronto Raptors,P.Achiuwa,Utah Jazz,0,0.4032258064516129,N,0.2413793103448276,0,0.6,1,0.5,0
18,P.Achiuwa o9.5 Rebs,PropBetGuy,115,1.0,2.15,-5.03,Toronto Raptors,P.Achiuwa,Utah Jazz,0,1.15,N,0.2413793103448276,0,0.6,1,0.5,0
19,M.Bridges o3.5 Ast,SBK5065,100,0.5,1.0,15.4793,Phoenix Suns,M.Bridges,Atlanta Hawks,1,0.5,Y,0.4528301886792453,0,0.8,1,0.9,1
20,T.Young o25.5 Pts,JoeDellera,-115,1.0,1.869565217391304,18.4795,Atlanta Hawks,T.Young,Phoenix Suns,0,0.8695652173913042,N,0.5652173913043478,1,0.4,0,0.5,0
