,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Anderson o10.5 Rebs+Ast,JoeDellera,-120,0.42,0.77,0,Minnesota Timberwolves,K.Anderson,Toronto Raptors,1,0.35,Y,0.3783783783783784,0,0.8,1,0.7,1
1,K.Anderson Yes1000 Double-Double,JoeDellera,1225,1.23,16.2975,0,Minnesota Timberwolves,K.Anderson,Toronto Raptors,1,15.0675,Y,0.13513513513513514,0,0.8,1,0.4,0
2,N.Reid o14.5 Pts,SBK5065,-125,1.25,2.25,0,Minnesota Timberwolves,N.Reid,Toronto Raptors,1,1.0,N,0.175,0,0.4,0,0.2,0
3,O.Anunoby o14.5 Pts,SBK5065,-114,0.5,0.9385964912280702,0,Toronto Raptors,O.Anunoby,Minnesota Timberwolves,0,0.4385964912280702,Y,0.6046511627906976,1,0.2,0,0.3,0
4,P.Siakam o5.5 Ast,SBK5065,-128,0.5,0.890625,0,Toronto Raptors,P.Siakam,Minnesota Timberwolves,0,0.390625,Y,0.6756756756756757,1,0.8,1,0.6,1
5,G.Trent o18.5 Pts,JoeDellera,-120,0.83,1.5216666666666667,0,Toronto Raptors,G.Trent,Minnesota Timberwolves,0,0.6916666666666668,N,0.525,1,0.2,0,0.6,1
6,G.Trent o24.5 Pts,JoeDellera,300,0.15,0.6,0,Toronto Raptors,G.Trent,Minnesota Timberwolves,0,0.4499999999999999,N,0.15,0,0.2,0,0.2,0
7,J.Tatum o39.5 Pts+Rebs,PropBetGuy,-115,1.0,1.869565217391304,0,Boston Celtics,J.Tatum,Golden State Warriors,1,0.869565217391304,Y,0.4888888888888889,0,0.8,1,0.7,1
8,J.Tatum u32.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,Boston Celtics,J.Tatum,Golden State Warriors,1,0.5043478260869564,N,0.6,1,0.2,0,0.5,0
9,K.Hayes o24.5 Pts+Rebs+Ast,charliedisturco,-110,0.55,1.05,0,Detroit Pistons,K.Hayes,Chicago Bulls,1,0.5,N,0.28888888888888886,0,0.4,0,0.5,0
10,N.Vucevic o11.5 Rebs,SBK5065,-112,0.45,0.8517857142857143,0,Chicago Bulls,N.Vucevic,Detroit Pistons,0,0.4017857142857142,Y,0.4888888888888889,0,0.6,1,0.8,1
11,Z.LaVine o25.5 Pts,SBK5065,-116,0.34,0.6331034482758621,0,Chicago Bulls,Z.LaVine,Detroit Pistons,0,0.293103448275862,Y,0.34146341463414637,0,0.8,1,0.7,1
12,T.Craig u17.5 Pts+Rebs+Ast,PropBetGuy,-125,1.0,1.8,0,Phoenix Suns,T.Craig,Brooklyn Nets,1,0.8,Y,0.5681818181818182,1,0.6,1,0.6,1
13,N.Claxton o2.5 Blk,JoeDellera,-145,0.69,1.1658620689655173,0,Brooklyn Nets,N.Claxton,Phoenix Suns,0,0.4758620689655173,Y,0.5609756097560976,1,1.0,1,1.0,1
14,J.Nurkic u17.5 Pts+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,Portland Trail Blazers,J.Nurkic,Philadelphia 76ers,1,0.8333333333333333,Y,0.475,0,0.6,1,0.5,0
