,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.Capela Double-Double (Yes),PropBomb,110,1.0,2.1,9.463399999999998,Atlanta Hawks,C.Capela,Washington Wizards,0,1.1,N,0.54,1,0.8,1,0.5,0
1,C.Capela Double-Double (Yes),JoeDellera,130,0.75,1.725,3.5672000000000006,Atlanta Hawks,C.Capela,Washington Wizards,0,0.975,N,0.54,1,0.8,1,0.5,0
2,J.Grant u20.5 Pts,PropBetGuy,-114,1.14,2.14,7.250199999999999,Portland Trail Blazers,J.Grant,Boston Celtics,0,0.9999999999999998,Y,0.5245901639344263,1,0.6,1,0.5,0
3,M.Thybulle o2.5 Stl+Blk,SBK5065,150,0.7,1.75,7.021100000000004,Portland Trail Blazers,M.Thybulle,Boston Celtics,0,1.05,N,0.8,1,0.8,1,0.8,1
4,D.Mitchell u26.5 Pts,JoeDellera,-108,0.75,1.4444444444444446,0.0,Cleveland Cavaliers,D.Mitchell,Miami Heat,0,0.6944444444444446,Y,0.47368421052631576,0,0.4,0,0.4,0
5,T.Herro o2.5 3pt M,GDAWG5000,-115,0.57,1.0656521739130431,2.1409,Miami Heat,T.Herro,Cleveland Cavaliers,1,0.4956521739130434,Y,0.5660377358490566,1,0.8,1,0.7,1
6,J.Giddey u18.5 Pts,PropBomb,100,1.0,2.0,9.463399999999998,Oklahoma City Thunder,J.Giddey,Phoenix Suns,0,1.0,Y,0.6885245901639344,1,0.6,1,0.8,1
7,J.Williams o1.5 Ast,SBK5065,155,1.0,2.55,7.021100000000004,Oklahoma City Thunder,J.Williams,Phoenix Suns,0,1.5499999999999998,Y,0.648936170212766,1,0.8,1,0.7,1
8,D.Booker o5.5 Ast,JoeDellera,-140,0.55,0.942857142857143,3.5672000000000006,Phoenix Suns,D.Booker,Oklahoma City Thunder,1,0.3928571428571429,N,0.48717948717948717,0,0.8,1,0.7,1
9,D.Ayton u11.5 Rebs,MrTuttle05,-115,1.15,2.1499999999999995,3.8,Phoenix Suns,D.Ayton,Oklahoma City Thunder,1,0.9999999999999996,Y,0.6491228070175439,1,0.6,1,0.8,1
10,D.Booker o5.5 Ast,HPBasketball,-140,1.4,2.4,-3.0808,Phoenix Suns,D.Booker,Oklahoma City Thunder,1,1.0,N,0.48717948717948717,0,0.8,1,0.7,1
11,M.Porter o17.5 Pts,PropBetGuy,-105,1.05,2.05,7.250199999999999,Denver Nuggets,M.Porter,Chicago Bulls,1,0.9999999999999998,N,0.46938775510204084,0,0.6,1,0.5,0
12,N.Vucevic u10.5 Rebs,PropBomb,-128,1.28,2.28,9.463399999999998,Chicago Bulls,N.Vucevic,Denver Nuggets,0,1.0000000000000002,N,0.42424242424242425,0,0.8,1,0.6,1
13,J.Murray u21.5 Pts,SBK5065,-125,0.63,1.134,7.021100000000004,Denver Nuggets,J.Murray,Chicago Bulls,1,0.5040000000000001,Y,0.5961538461538461,1,0.4,0,0.4,0
14,M.Porter o17.5 Pts,JoeDellera,-105,0.75,1.4642857142857142,3.5672000000000006,Denver Nuggets,M.Porter,Chicago Bulls,1,0.7142857142857142,N,0.46938775510204084,0,0.6,1,0.5,0
15,K.Leonard o2.5 3pt M,GDAWG5000,120,0.5,1.1,2.1409,Los Angeles Clippers,K.Leonard,Toronto Raptors,1,0.6000000000000001,N,0.325,0,0.6,1,0.6,1
16,F.VanVleet u32.5 Pts+Rebs+Ast,MrTuttle05,-120,1.2,2.2,3.8,Toronto Raptors,F.VanVleet,Los Angeles Clippers,0,1.0000000000000002,Y,0.5636363636363636,1,0.6,1,0.7,1
