,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Turner u7.5 Rebs,JoeDellera,-118,0.4,0.7389830508474576,22.7172,Indiana Pacers,M.Turner,Chicago Bulls,1,0.3389830508474576,Y,0.4878048780487805,0,0.6,1,0.4,0
1,T.McConnell Triple-Double Yes,JoeDellera,2200,0.15,3.45,0.0,Indiana Pacers,T.McConnell,Chicago Bulls,1,3.3,N,0.02127659574468085,0,0.2,0,0.1,0
2,A.Nesmith o3.5 Rebs,SBK5065,-124,0.62,1.12,2.9946999999999995,Indiana Pacers,A.Nesmith,Chicago Bulls,1,0.4999999999999999,Y,0.4186046511627907,0,0.2,0,0.5,0
3,J.Allen o8.5 Rebs,JoeDellera,-110,0.25,0.4772727272727273,22.7172,Cleveland Cavaliers,J.Allen,New York Knicks,0,0.2272727272727273,Y,0.5813953488372093,1,0.4,0,0.5,0
4,J.Allen o9.5 Rebs,JoeDellera,125,0.2,0.45,0.0,Cleveland Cavaliers,J.Allen,New York Knicks,0,0.25,Y,0.5348837209302325,1,0.4,0,0.5,0
5,J.Allen o12.5 Rebs,JoeDellera,650,0.1,0.75,0.0,Cleveland Cavaliers,J.Allen,New York Knicks,0,0.65,N,0.18604651162790697,0,0.0,0,0.0,0
6,J.Allen o11.5 Rebs,JoeDellera,300,0.15,0.6,0.0,Cleveland Cavaliers,J.Allen,New York Knicks,0,0.4499999999999999,Y,0.2558139534883721,0,0.2,0,0.2,0
7,J.Randle u25.5 Pts,PropBetGuy,-120,1.2,2.2,8.460000000000006,New York Knicks,J.Randle,Cleveland Cavaliers,1,1.0000000000000002,N,0.62,1,0.6,1,0.7,1
8,D.Mitchell o25.5 Pts,PropBetGuy,-115,1.15,2.1499999999999995,0.0,Cleveland Cavaliers,D.Mitchell,New York Knicks,0,0.9999999999999996,N,0.5714285714285714,1,0.2,0,0.3,0
9,J.Allen o8.5 Rebs,SBK5065,-108,0.54,1.04,2.9946999999999995,Cleveland Cavaliers,J.Allen,New York Knicks,0,0.5,Y,0.5813953488372093,1,0.4,0,0.5,0
10,J.Randle u25.5 Pts,SBK5065,-120,0.6,1.1,0.0,New York Knicks,J.Randle,Cleveland Cavaliers,1,0.5000000000000001,N,0.62,1,0.6,1,0.7,1
11,D.Mitchell o25.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0.0,Cleveland Cavaliers,D.Mitchell,New York Knicks,0,0.5043478260869564,N,0.5714285714285714,1,0.2,0,0.3,0
12,J.Allen o8.5 Rebs,JoeMetz,-104,1.04,2.04,-9.86,Cleveland Cavaliers,J.Allen,New York Knicks,0,1.0,Y,0.5813953488372093,1,0.4,0,0.5,0
13,T.Herro o28.5 Pts+Rebs+Ast,JoeDellera,-120,0.5,0.9166666666666669,0.0,Miami Heat,T.Herro,Boston Celtics,1,0.4166666666666667,N,0.631578947368421,1,0.2,0,0.4,0
14,J.Tatum u5.5 Ast,JoeDellera,-111,0.3,0.5702702702702703,0.0,Boston Celtics,J.Tatum,Miami Heat,0,0.2702702702702703,N,0.723404255319149,1,0.4,0,0.5,0
15,D.White Double-Double (Yes),JoeDellera,1700,0.05,0.9,0.0,Boston Celtics,D.White,Miami Heat,0,0.85,N,0.02,0,0.0,0,0.0,0
16,J.Tatum o5.5 Ast,PropBomb,-120,1.2,2.2,-24.8423,Boston Celtics,J.Tatum,Miami Heat,0,1.0000000000000002,Y,0.2765957446808511,0,0.6,1,0.5,0
17,S.Dinwiddie o17.5 Pts,SBK5065,-126,0.63,1.13,2.9946999999999995,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,0.4999999999999999,Y,0.4583333333333333,0,1.0,1,0.7,1
18,S.Dinwiddie o2.5 3pt M,SBK5065,135,0.5,1.175,0.0,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,0.675,Y,0.5625,1,0.6,1,0.5,0
19,S.Dinwiddie u5.5 Ast,SBK5065,-125,0.63,1.134,0.0,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,0.5040000000000001,N,0.5833333333333334,1,0.4,0,0.6,1
20,S.Dinwiddie o17.5 Pts,charliedisturco,-130,0.65,1.15,-1.65,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,0.4999999999999999,Y,0.4583333333333333,0,1.0,1,0.7,1
21,S.Dinwiddie o18.5 Pts,JoeMetz,-106,1.06,2.06,-9.86,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,1.0,Y,0.4375,0,1.0,1,0.7,1
22,S.Dinwiddie o17.5 Pts,PropBomb,-130,1.3,2.3,-24.8423,Dallas Mavericks,S.Dinwiddie,Washington Wizards,1,0.9999999999999998,Y,0.4583333333333333,0,1.0,1,0.7,1
23,C.Johnson o15.5 Pts,SBK5065,-102,0.51,1.01,2.9946999999999995,Phoenix Suns,C.Johnson,Charlotte Hornets,1,0.5,Y,0.45454545454545453,0,0.6,1,0.5,0
24,T.Rozier u23.5 Pts,JoeMetz,-117,1.17,2.17,-9.86,Charlotte Hornets,T.Rozier,Phoenix Suns,0,1.0,Y,0.65,1,0.6,1,0.7,1
25,K.Leonard o26.5 Pts,JoeDellera,-115,1.0,1.869565217391304,22.7172,Los Angeles Clippers,K.Leonard,Los Angeles Lakers,0,0.8695652173913042,N,0.32,0,0.8,1,0.6,1
26,K.Leonard o26.5 Pts,PropBetGuy,-115,1.15,2.1499999999999995,8.460000000000006,Los Angeles Clippers,K.Leonard,Los Angeles Lakers,0,0.9999999999999996,N,0.32,0,0.8,1,0.6,1
