,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Tatum o3.5 Ast,JoeDellera,-165,0.83,1.3330303030303028,0,Boston Celtics,J.Tatum,Atlanta Hawks,0,0.5030303030303028,Y,0.7012987012987013,1,0.8,1,0.6,1
1,D.White o24.5 Pts+Rebs+Ast,PropBomb,-115,1.15,2.1499999999999995,0,Boston Celtics,D.White,Atlanta Hawks,0,0.9999999999999996,N,0.25882352941176473,0,0.6,1,0.4,0
2,T.Young o11.5 Rebs+Ast,VegasRefund,-120,1.2,2.2,0,Atlanta Hawks,T.Young,Boston Celtics,1,1.0000000000000002,Y,0.6363636363636364,1,0.6,1,0.6,1
3,I.Hartenstein u4.5 Pts,MikeRandle,-125,1.0,1.8,0,New York Knicks,I.Hartenstein,Cleveland Cavaliers,1,0.8,N,0.5058823529411764,1,0.4,0,0.2,0
4,Q.Grimes o1.5 3pt M,GreenDotDaily,-130,1.0,1.7692307692307692,0,New York Knicks,Q.Grimes,Cleveland Cavaliers,1,0.7692307692307692,N,0.5135135135135135,1,0.4,0,0.7,1
5,J.Brunson o23.5 Pts,JoeMetz,-125,1.25,2.25,0,New York Knicks,J.Brunson,Cleveland Cavaliers,1,1.0,N,0.4788732394366197,0,0.6,1,0.5,0
6,Q.Grimes o1.5 3pt M,GDAWG5000,-130,1.3,2.3,0,New York Knicks,Q.Grimes,Cleveland Cavaliers,1,0.9999999999999998,N,0.5135135135135135,1,0.4,0,0.7,1
7,R.Barrett u22.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,2.1499999999999995,0,New York Knicks,R.Barrett,Cleveland Cavaliers,1,0.9999999999999996,N,0.3157894736842105,0,0.4,0,0.5,0
8,T.Prince o9.5 Pts,SBK5065,-125,0.63,1.134,0,Minnesota Timberwolves,T.Prince,Denver Nuggets,1,0.5040000000000001,N,0.3728813559322034,0,0.4,0,0.4,0
9,M.Porter o2.5 3pt M,JoeDellera,-130,1.0,1.7692307692307692,0,Denver Nuggets,M.Porter,Minnesota Timberwolves,0,0.7692307692307692,Y,0.6461538461538462,1,0.8,1,0.8,1
10,T.Prince o9.5 Pts,PropBomb,-125,1.25,2.25,0,Minnesota Timberwolves,T.Prince,Denver Nuggets,1,1.0,N,0.3728813559322034,0,0.4,0,0.4,0
11,A.Edwards o2.5 3pt M,GreenDotDaily,-115,1.0,1.869565217391304,0,Minnesota Timberwolves,A.Edwards,Denver Nuggets,1,0.8695652173913042,Y,0.5119047619047619,1,0.6,1,0.6,1
12,A.Edwards o2.5 3pt M,GDAWG5000,-115,1.15,2.1499999999999995,0,Minnesota Timberwolves,A.Edwards,Denver Nuggets,1,0.9999999999999996,Y,0.5119047619047619,1,0.6,1,0.6,1
